Brand,Battery_capacity(mAh),Screen_size(inches),Processor,RAM(GB),Internal_storage(GB),Operating system,Number of SIMs,Price,Resolution_width(px),Resolution_height(px),Rear_Camera(MP),Front_Camera(MP)
intex,2400,5,4,2,16,android,2,5295,720.0,1280.0,8,8
gionee,2670,5,8,2,16,android,2,3999,720.0,1440.0,8,5
panasonic,2500,5,4,1,16,android,2,7990,720.0,1280.0,8,5
infinix,4350,6,8,6,64,android,2,12999,1080.0,1920.0,12,16
intex,2500,5,4,2,16,android,2,4970,720.0,1280.0,8,5
intex,2700,5,4,1,8,android,2,4495,480.0,854.0,8,5
karbonn,2300,5,4,1,8,android,2,2999,480.0,854.0,2,2
karbonn,2300,5,4,1,8,android,2,3800,480.0,854.0,5,2
karbonn,1500,4,4,1,8,android,2,2450,480.0,800.0,3,2
billion,3500,6,8,3,32,android,2,4890,1080.0,1920.0,13,8
zen,2300,5,4,1,8,android,2,3999,480.0,854.0,5,2
panasonic,2500,5,4,2,16,android,2,8990,720.0,1280.0,13,5
itel,2700,5,4,1,16,android,2,4900,480.0,854.0,8,5
panasonic,5000,5,4,3,32,android,2,5935,720.0,1280.0,13,5
xiaomi,3080,6,4,2,16,android,2,5999,720.0,1280.0,13,5
huawei,4000,6,4,3,32,android,2,14990,720.0,1290.0,12,8
karbonn,2300,5,4,1,8,android,2,3282,480.0,854.0,5,8
celkon,1500,4,4,1,8,android,2,3199,480.0,800.0,3,2
sony,2620,5,8,3,32,android,2,9500,720.0,1280.0,13,8
sony,2620,5,8,2,16,android,2,9990,720.0,1280.0,13,8
karbonn,4000,5,4,2,16,android,1,7490,720.0,1280.0,13,8
micromax,1300,4,4,0,4,android,2,2299,480.0,800.0,2,0
nokia,4100,5,4,1,8,android,2,6999,720.0,1280.0,8,5
lephone,2000,5,4,2,16,android,2,3970,720.0,1280.0,8,5
xolo,2500,5,4,1,8,android,1,5999,720.0,1280.0,5,8
xolo,3000,5,4,2,16,android,2,7499,720.0,1280.0,8,13
xolo,3000,5,4,3,16,android,2,8499,720.0,1280.0,13,13
samsung,2000,5,4,1,8,android,2,6000,540.0,960.0,5,2
swipe,2500,5,4,3,32,android,2,4399,720.0,1280.0,13,8
blackberry,4000,6,8,4,32,android,1,29999,1080.0,1920.0,12,8
lava,2750,5,4,3,32,android,2,9999,720.0,1280.0,8,8
lava,2500,5,4,3,16,android,2,4725,720.0,1280.0,8,5
lava,2500,5,4,2,16,android,2,5279,720.0,1280.0,8,5
comio,4000,5,4,2,16,android,2,4199,720.0,1280.0,8,8
lg,2500,5,4,2,16,android,2,4321,480.0,854.0,8,5
ziox,2200,5,4,2,16,android,2,3799,480.0,854.0,5,2
panasonic,3000,5,4,2,16,android,2,5699,720.0,1280.0,8,5
10.or,4000,6,8,3,32,android,2,6999,1080.0,1920.0,13,16
karbonn,2300,5,4,1,8,android,2,3490,480.0,854.0,8,5
intex,2400,5,4,1,8,android,1,3890,240.0,854.0,5,5
itel,2700,5,4,3,16,android,2,5410,720.0,1280.0,8,8
intex,2300,5,4,1,8,android,2,3299,480.0,854.0,5,5
intex,1750,4,4,1,8,android,2,2950,480.0,800.0,5,2
gionee,4000,5,4,3,16,android,2,5699,720.0,1280.0,13,16
micromax,2500,5,4,1,8,android,2,3480,720.0,1280.0,5,5
micromax,2000,5,1,1,8,android,2,3290,480.0,854.0,5,5
panasonic,5000,6,8,3,32,android,2,6999,1080.0,1920.0,13,13
panasonic,4000,5,4,3,32,android,2,5891,720.0,1280.0,13,5
yu,3930,6,8,4,64,android,2,13999,1080.0,1920.0,16,8
intex,2800,6,4,2,16,android,2,4799,720.0,1280.0,8,5
infocus,3000,5,8,4,64,android,1,6195,720.0,1280.0,13,8
10.or,4000,6,8,2,16,android,2,4999,1080.0,1920.0,13,5
lenovo,4000,5,8,3,32,android,2,7040,720.0,1280.0,13,8
panasonic,2210,5,4,1,16,android,2,6604,480.0,854.0,8,5
oppo,3000,5,8,2,16,android,2,8490,720.0,1280.0,13,5
ivoomi,3000,5,4,3,32,android,2,4950,720.0,1280.0,13,8
ivoomi,3000,5,4,2,16,android,2,3790,720.0,1280.0,8,8
alcatel,4000,6,8,3,32,android,1,8999,1080.0,1920.0,16,8
cat,4000,5,4,2,16,android,2,27990,720.0,1280.0,8,2
cat,5000,5,8,3,32,android,2,44990,1080.0,1920.0,13,8
sony,3430,6,8,3,32,android,2,15990,1080.0,1920.0,23,8
intex,2800,6,4,2,16,android,2,4390,720.0,1280.0,8,5
jivi,3000,6,4,2,16,android,1,6449,720.0,1280.0,13,5
jivi,2400,5,4,1,16,android,1,5199,480.0,854.0,8,5
jivi,2500,5,4,1,8,android,1,3599,480.0,854.0,8,5
jivi,2300,4,4,1,8,android,1,2499,480.0,800.0,5,2
jivi,1800,4,4,0,4,android,1,2599,480.0,800.0,5,2
intex,2500,5,4,1,16,android,1,4999,480.0,854.0,5,5
vivo,3000,6,8,3,32,android,2,9500,720.0,1280.0,13,16
ivoomi,2000,5,4,2,16,android,2,2900,480.0,854.0,8,5
swipe,2500,4,4,0,4,android,2,2499,480.0,854.0,5,2
meizu,4000,6,8,3,16,android,2,14000,1080.0,1920.0,12,16
nuu mobile,2000,5,4,2,16,android,2,7499,720.0,1280.0,8,5
nuu mobile,2000,5,4,2,32,android,2,3999,720.0,1280.0,8,5
alcatel,2200,5,4,2,16,android,2,6499,720.0,1280.0,13,8
m-tech,2400,5,4,1,8,android,2,3950,480.0,854.0,5,2
gionee,3000,5,4,2,16,android,2,4978,720.0,1280.0,8,8
comio,2700,5,4,1,32,android,2,4995,720.0,1280.0,8,5
comio,2700,5,4,2,32,android,2,5499,720.0,1280.0,13,8
comio,5000,5,4,3,32,android,2,8666,720.0,1280.0,13,8
micromax,3000,6,8,3,32,android,1,4499,1080.0,1920.0,13,5
asus,3300,6,1,4,64,android,2,6499,1080.0,1920.0,12,8
swipe,2500,5,4,1,8,android,2,3499,480.0,854.0,8,5
panasonic,2200,5,4,1,16,android,2,4990,720.0,1280.0,8,5
asus,3000,6,8,4,64,android,2,6998,720.0,1280.0,16,20
itel,5000,5,4,1,8,android,1,3880,480.0,854.0,5,2
panasonic,4000,5,8,3,16,android,2,5935,720.0,1280.0,13,8
gionee,4000,5,8,3,32,android,2,4999,720.0,1280.0,13,20
karbonn,2300,4,4,1,8,android,2,2754,480.0,800.0,2,0
swipe,3000,5,4,2,16,android,2,3599,720.0,1280.0,8,5
kult,3000,5,4,3,32,android,2,3999,720.0,1280.0,13,13
coolpad,2500,5,4,2,16,android,1,4610,720.0,1280.0,8,5
karbonn,3300,6,4,2,16,android,2,5899,720.0,1280.0,8,5
infinix,4000,6,4,3,16,android,2,7499,720.0,1280.0,13,5
infinix,4300,6,4,3,32,android,2,8999,1080.0,1920.0,13,8
micromax,3000,5,4,3,32,android,2,4895,720.0,1280.0,13,8
meizu,3000,5,8,4,64,android,2,28000,1080.0,1920.0,12,16
yu,2500,5,4,2,16,android,2,4499,720.0,1280.0,13,5
lyf,2000,5,4,1,8,android,2,3590,480.0,854.0,5,2
samsung,3000,6,8,2,16,android,2,10990,720.0,1280.0,13,5
intex,4000,5,4,2,16,android,1,5440,720.0,1280.0,8,8
ivoomi,3000,5,4,2,16,android,2,3290,720.0,1280.0,8,5
ivoomi,2000,5,4,1,8,android,2,3450,480.0,854.0,5,5
intex,2000,5,4,1,8,android,2,4099,480.0,854.0,5,2
micromax,2500,5,4,2,16,android,2,3690,720.0,1280.0,8,5
intex,3000,6,1,2,16,android,1,4879,720.0,1280.0,8,5
asus,3000,6,4,4,32,android,1,6449,1080.0,1920.0,16,12
xolo,2500,5,4,2,16,android,2,6888,720.0,1280.0,8,5
lg,3000,6,8,4,64,android,1,9999,1080.0,2160.0,13,5
intex,2450,5,4,2,16,android,2,3980,720.0,1280.0,8,5
nubia,3000,6,8,3,32,android,2,8999,720.0,1280.0,13,5
samsung,3300,6,8,4,32,android,2,11046,1080.0,1920.0,13,13
samsung,3600,6,8,3,64,android,2,16900,1080.0,1920.0,13,13
lyf,2800,6,8,3,16,android,2,4990,1080.0,1920.0,13,5
panasonic,4000,6,4,3,16,android,2,5831,720.0,1280.0,13,5
ziox,2500,5,4,1,8,android,1,3499,480.0,854.0,5,5
lava,2000,5,4,1,8,android,2,4900,480.0,800.0,5,5
karbonn,4000,5,4,1,8,android,2,3399,720.0,1280.0,5,5
itel,2000,5,4,1,8,android,2,3860,480.0,854.0,5,2
itel,2400,5,4,2,16,android,2,6506,480.0,854.0,5,5
motorola,4000,5,4,2,16,android,2,6190,720.0,1280.0,8,2
samsung,1050,5,4,1,8,tizen,2,4790,480.0,800.0,5,5
panasonic,4000,5,4,2,16,android,2,6499,720.0,1280.0,8,2
panasonic,4000,5,4,3,16,android,2,7999,720.0,1280.0,13,5
karbonn,2150,5,4,1,8,android,2,6326,720.0,1280.0,8,5
intex,2100,5,4,2,16,android,2,7490,720.0,1280.0,13,5
asus,3000,6,4,2,16,android,2,6110,720.0,1280.0,13,5
ziox,4000,5,4,1,8,android,2,4399,720.0,1280.0,5,5
zen,2000,5,4,1,8,android,2,2999,480.0,854.0,5,2
intex,1750,4,4,1,8,android,2,4625,480.0,800.0,5,2
zopo,2100,5,4,1,16,android,2,3389,480.0,854.0,5,2
videocon,2450,5,4,2,16,android,2,2999,480.0,854.0,8,5
zen,2500,5,4,1,16,android,2,5599,720.0,1280.0,5,5
motorola,5000,6,4,3,32,android,2,9999,720.0,1280.0,13,5
ziox,3000,5,4,1,16,android,2,3499,480.0,854.0,5,5
zopo,1450,4,4,1,16,android,2,4888,480.0,800.0,0,0
honor,2100,5,4,1,8,android,2,5499,480.0,854.0,5,2
tecno,4000,6,4,3,32,android,2,6789,720.0,1280.0,13,8
tecno,3050,5,4,3,16,android,2,9993,720.0,1280.0,8,8
tecno,4000,6,4,2,16,android,2,6629,720.0,1280.0,13,8
tecno,3050,5,4,2,16,android,2,7142,720.0,1280.0,8,8
videocon,3000,5,4,1,8,android,2,5599,480.0,854.0,5,2
motorola,2350,5,4,1,8,android,2,5499,480.0,854.0,5,2
motorola,2800,5,4,2,16,android,2,8499,720.0,1280.0,8,5
micromax,4000,6,8,3,32,android,1,4960,1080.0,1920.0,13,5
zopo,2500,6,4,3,16,android,2,3980,720.0,1280.0,8,5
lephone,2000,5,4,1,8,android,2,4105,480.0,854.0,5,2
ziox,2450,5,4,1,8,android,2,3699,480.0,854.0,5,2
intex,2200,5,4,2,16,android,2,6100,720.0,1280.0,8,8
sansui,2000,5,4,1,8,android,2,3900,480.0,854.0,5,3
micromax,1300,4,4,0,4,android,2,2359,480.0,800.0,2,0
swipe,2000,4,4,0,4,android,2,1999,480.0,800.0,5,1
itel,2400,5,4,1,8,android,2,4880,480.0,854.0,5,2
panasonic,4000,6,4,3,32,android,2,5930,720.0,1280.0,13,5
panasonic,3000,5,8,4,32,android,2,11499,1080.0,1920.0,16,8
intex,1450,4,4,0,4,android,2,3935,480.0,800.0,5,1
micromax,1800,5,4,1,8,android,2,4999,480.0,854.0,5,2
zen,2000,5,4,1,8,android,2,4790,720.0,1280.0,5,2
nubia,5000,6,8,4,64,android,2,9049,1080.0,1920.0,13,16
nubia,3000,6,8,3,64,android,2,7160,720.0,1280.0,13,16
karbonn,2000,5,4,1,8,android,1,5668,480.0,854.0,5,2
intex,2600,5,4,1,8,android,2,3999,480.0,854.0,5,2
lenovo,2000,5,4,1,8,android,2,6450,480.0,854.0,5,2
leeco,4070,6,4,4,32,android,2,10990,1080.0,1920.0,16,8
ivoomi,3000,5,4,1,8,android,2,3900,1440.0,2560.0,5,5
swipe,2500,5,4,3,32,android,2,4400,720.0,1280.0,13,8
intex,2000,5,4,1,8,android,2,3690,480.0,854.0,5,2
nubia,3000,6,4,2,16,android,2,5999,720.0,1280.0,8,5
zte,2800,5,8,2,16,android,2,5200,720.0,1280.0,13,5
alcatel,2800,5,8,3,16,android,2,15026,720.0,1280.0,13,5
sony,2300,5,8,3,32,android,2,7994,720.0,1280.0,23,8
swipe,2500,5,4,2,16,android,2,5999,720.0,1280.0,8,5
nokia,3000,5,8,2,16,android,2,8999,720.0,1280.0,13,8
swipe,1800,4,4,1,16,android,2,2690,480.0,854.0,5,1
asus,2600,5,4,2,16,android,2,4999,720.0,1280.0,13,5
intex,2000,5,4,1,8,android,2,4400,480.0,854.0,5,2
intex,1500,4,4,0,4,android,2,4095,360.0,640.0,2,0
intex,2000,5,4,1,8,android,2,4050,720.0,1280.0,5,5
swipe,4000,6,4,2,16,android,2,4499,720.0,1280.0,8,5
lava,2500,5,4,2,8,android,2,5599,720.0,1280.0,8,5
intex,2500,5,4,1,8,android,2,6199,720.0,1280.0,8,5
micromax,2000,5,1,1,8,android,1,4499,720.0,1280.0,5,2
micromax,4000,5,1,1,8,android,1,3999,720.0,1280.0,8,2
samsung,2600,5,1,1,8,android,2,5990,540.0,960.0,8,5
swipe,2500,5,4,1,8,android,2,2999,480.0,854.0,5,2
xolo,2500,5,4,2,16,android,2,6099,720.0,1280.0,8,5
lyf,3000,6,8,2,16,android,2,7000,720.0,1280.0,13,5
lyf,3000,5,8,3,32,android,2,7599,1080.0,1920.0,16,5
karbonn,2800,6,4,1,8,android,2,5900,720.0,1280.0,5,3
lyf,2250,5,4,2,16,android,2,6099,720.0,1280.0,8,5
lg,3200,6,8,3,16,android,1,6999,720.0,1280.0,13,8
lg,2500,5,4,2,16,android,2,7450,720.0,1280.0,13,5
zuk,3100,6,4,4,64,android,2,29124,1080.0,1920.0,13,8
zen,2700,6,4,1,8,android,2,3899,720.0,1280.0,8,5
lava,1850,5,4,1,8,android,2,5599,480.0,800.0,5,5
swipe,3000,6,8,4,32,android,2,12999,1080.0,1920.0,13,8
panasonic,2600,5,4,2,16,android,2,8000,720.0,1280.0,13,5
swipe,2000,4,4,1,8,android,2,3999,480.0,800.0,5,1
gionee,2300,5,4,2,16,android,2,7499,720.0,1280.0,8,5
micromax,1800,5,4,1,8,android,2,4950,480.0,854.0,5,2
micromax,1600,4,4,1,8,android,2,4499,480.0,800.0,5,2
meizu,4000,6,8,3,16,android,2,5490,1080.0,1920.0,13,5
lyf,2800,6,8,2,16,android,2,5550,1080.0,1920.0,13,5
lava,2800,6,4,2,32,android,2,4999,720.0,1280.0,8,5
meizu,3400,6,8,4,64,android,2,27600,1440.0,2560.0,12,5
panasonic,3000,6,8,3,32,android,2,13990,720.0,1280.0,13,5
htc,3200,6,8,3,32,android,1,11100,1440.0,2560.0,16,8
lyf,2250,5,4,1,8,android,2,5099,720.0,1280.0,8,5
panasonic,2000,5,4,1,16,android,2,6998,720.0,1280.0,8,2
zopo,2300,6,4,2,16,android,2,4598,720.0,1280.0,8,5
motorola,3050,6,8,3,32,android,2,7499,1080.0,1920.0,16,8
lyf,2000,5,4,1,8,android,2,3499,480.0,854.0,8,5
huawei,4000,6,8,4,64,android,2,53983,1080.0,1920.0,20,8
intex,4350,5,4,1,8,android,2,3499,720.0,1280.0,0,0
zen,2900,6,4,1,8,android,2,3739,480.0,854.0,5,3
swipe,2500,5,4,1,8,android,2,4999,480.0,854.0,5,2
samsung,3300,6,8,3,16,android,2,11200,1080.0,1920.0,13,8
xolo,2350,5,4,1,8,android,2,4099,720.0,1280.0,5,5
zopo,2100,5,4,2,16,android,2,4289,720.0,1280.0,8,5
intex,3650,6,4,2,16,android,2,6772,720.0,1280.0,8,5
intex,1650,5,4,1,8,android,2,2699,480.0,854.0,5,0
intex,2500,5,4,1,8,android,2,5429,720.0,1280.0,5,5
intex,2800,6,4,1,8,android,2,5849,720.0,1280.0,5,5
intex,2450,5,4,1,8,android,2,3999,480.0,854.0,5,5
honor,3000,5,8,2,16,android,1,16699,1080.0,1920.0,13,8
honor,3100,6,8,2,16,android,1,5999,720.0,1280.0,13,8
blackberry,3000,6,4,4,32,android,1,16999,1440.0,2560.0,21,8
xiaomi,4850,6,6,4,128,android,2,19999,1080.0,1920.0,16,5
lyf,4000,5,4,2,16,android,2,6498,720.0,1820.0,8,2
lyf,1800,4,4,1,8,android,2,3579,480.0,800.0,5,0
zen,2900,6,4,1,8,android,2,2999,854.0,480.0,5,2
intex,2800,5,4,2,16,android,2,5949,480.0,854.0,5,2
vivo,2730,5,8,2,16,android,1,10450,1280.0,720.0,8,5
google,2770,5,4,4,32,android,1,22299,1080.0,1920.0,12,8
karbonn,2300,5,1,0,4,android,2,3999,480.0,854.0,3,0
intex,2000,5,1,1,8,android,2,4532,480.0,854.0,5,2
gionee,3100,6,8,3,32,android,2,5999,720.0,1080.0,13,5
coolpad,4010,6,8,4,32,android,2,12050,1080.0,1920.0,13,8
lava,2350,5,4,1,8,android,2,5500,480.0,854.0,5,5
samsung,3300,6,8,3,16,android,2,7999,1080.0,1920.0,13,5
micromax,2000,5,4,2,16,android,2,4299,720.0,1280.0,8,5
panasonic,2000,5,4,1,8,android,2,6990,720.0,1280.0,8,2
lava,1850,5,2,0,4,android,2,2299,480.0,854.0,5,0
lava,2600,6,4,1,8,android,2,6400,720.0,1280.0,8,5
micromax,1400,4,4,1,8,android,2,3195,480.0,800.0,5,0
htc,2700,6,4,2,32,android,2,16000,720.0,1280.0,13,5
samsung,2400,5,4,2,16,android,2,12499,720.0,1280.0,13,5
videocon,3000,5,4,3,32,android,2,8250,720.0,1280.0,13,5
zopo,2300,6,4,1,16,android,2,4333,720.0,1280.0,8,2
lenovo,2900,6,4,2,16,android,2,6990,720.0,1280.0,8,2
lenovo,2300,5,4,2,16,android,2,7300,720.0,1280.0,8,2
lenovo,2300,5,4,1,16,android,2,7450,720.0,1280.0,8,2
zen,2000,5,4,0,8,android,2,2799,480.0,854.0,5,1
samsung,1950,4,4,2,16,android,1,16990,480.0,800.0,8,5
xolo,2500,5,4,1,8,android,2,5149,1280.0,720.0,8,5
intex,2200,5,4,2,8,android,2,2999,480.0,854.0,5,2
intex,2000,5,4,1,8,android,2,2700,480.0,854.0,5,0
lyf,2300,5,8,3,16,android,2,4060,720.0,1280.0,13,5
vivo,2000,5,4,1,16,android,2,7100,480.0,854.0,5,2
intex,2200,5,6,2,16,android,2,4299,720.0,1280.0,5,5
infocus,2600,6,4,3,16,android,2,6499,1280.0,720.0,13,8
samsung,1500,4,4,1,8,tizen,2,3599,480.0,800.0,5,0
yu,3000,5,4,3,16,android,2,7000,1080.0,1920.0,13,5
yu,2000,5,4,2,8,android,2,6199,720.0,1280.0,8,2
celkon,2000,5,4,1,8,android,2,3999,480.0,854.0,5,3
intex,1400,4,4,0,4,android,1,3990,480.0,800.0,2,0
intex,2000,4,4,0,4,android,1,4999,480.0,800.0,5,0
lyf,2250,5,4,2,16,android,2,7499,720.0,1280.0,8,5
lyf,1750,4,4,1,8,android,2,2499,480.0,800.0,5,2
intex,3400,6,4,2,16,android,2,6999,720.0,1280.0,13,5
asus,2070,5,4,1,8,android,2,4499,480.0,854.0,8,2
lyf,2000,5,4,1,8,android,2,2545,480.0,854.0,8,5
lyf,2920,6,4,2,16,android,2,4999,720.0,1280.0,8,2
micromax,2500,5,4,2,16,android,2,7998,720.0,1280.0,8,5
swipe,3000,5,4,2,16,android,2,2990,720.0,1280.0,13,5
lava,4000,5,4,1,8,android,2,6199,720.0,1280.0,8,2
lyf,2850,6,4,2,16,android,2,4995,720.0,1280.0,8,2
intex,2800,5,1,1,8,android,2,4600,480.0,854.0,5,2
lenovo,3500,6,8,3,32,android,2,7990,1080.0,1920.0,13,8
panasonic,2450,5,4,3,32,android,2,5599,720.0,1280.0,8,5
panasonic,2400,4,4,0,8,android,2,2190,800.0,480.0,2,0
intex,2200,5,4,2,16,android,1,6499,1280.0,720.0,8,5
lyf,2600,5,8,3,16,android,2,7900,720.0,1280.0,13,5
karbonn,2000,5,4,1,8,android,2,3279,1280.0,720.0,8,3
samsung,2600,5,4,2,16,android,2,10480,720.0,1280.0,8,5
infocus,2600,6,8,3,16,android,2,6000,1080.0,1920.0,13,13
intex,2450,5,4,1,8,android,2,4997,720.0,1280.0,5,5
lava,1500,4,1,0,1,android,2,1999,480.0,800.0,2,0
lava,1750,5,4,1,8,android,2,6999,480.0,800.0,5,0
intex,2000,5,4,0,8,android,2,2488,480.0,854.0,5,0
intex,2800,5,4,1,8,android,2,3887,480.0,854.0,5,2
lava,2350,5,4,1,8,android,2,6600,720.0,1280.0,8,5
lyf,2920,5,1,2,16,android,2,4999,720.0,1280.0,13,5
asus,4100,5,4,2,16,android,2,13990,720.0,1280.0,13,5
karbonn,4000,5,1,1,8,android,2,3299,480.0,854.0,8,5
samsung,3000,6,4,2,16,android,2,5990,720.0,1280.0,13,5
samsung,2600,5,4,2,16,android,2,6480,720.0,1280.0,8,5
samsung,2600,5,4,1,8,android,1,5990,720.0,1280.0,8,5
intex,3800,5,4,1,8,android,2,4995,720.0,1280.0,8,2
nubia,5000,6,8,3,32,android,2,11999,1080.0,1920.0,13,13
panasonic,3000,6,8,3,32,android,2,10990,1080.0,1920.0,16,5
tcl,2500,6,4,2,16,android,2,4989,720.0,1280.0,8,5
karbonn,2200,4,4,0,4,android,2,1999,480.0,800.0,2,0
vivo,3000,5,8,4,64,android,2,9999,1080.0,1920.0,13,16
iball,2300,5,4,1,8,android,2,4890,480.0,854.0,5,2
nubia,3000,6,4,6,64,android,2,20999,1080.0,1920.0,16,8
lyf,2500,5,8,3,32,android,2,6990,1080.0,1920.0,13,13
intex,2100,5,4,1,8,android,2,4790,480.0,854.0,5,0
micromax,2500,6,4,1,16,android,2,7389,720.0,1280.0,8,5
oppo,2630,5,4,2,16,android,2,8666,720.0,1280.0,8,5
intex,2500,5,4,0,8,android,2,2658,480.0,854.0,2,0
panasonic,5000,5,4,1,8,android,2,5499,720.0,1280.0,8,5
xiaomi,4100,5,8,2,16,android,2,6500,720.0,1280.0,13,5
intex,2200,5,4,2,16,android,2,4899,720.0,1280.0,8,5
lyf,3000,6,8,2,16,android,2,494,1080.0,1920.0,13,5
lyf,2300,5,4,1,8,android,2,7000,720.0,1280.0,8,5
panasonic,2400,4,4,1,8,android,2,3590,480.0,800.0,5,2
panasonic,1400,4,4,0,4,android,2,2488,480.0,800.0,5,2
lenovo,4050,6,4,3,32,android,1,8999,720.0,1280.0,13,5
lenovo,4050,6,8,4,64,android,1,22999,1440.0,2560.0,16,8
lava,2700,5,4,3,16,android,2,4999,720.0,1280.0,13,5
lyf,2000,5,4,1,8,android,2,8399,720.0,1280.0,8,5
lava,2500,5,4,2,8,android,2,9700,720.0,1280.0,8,5
intex,1800,5,4,1,8,android,2,4499,480.0,584.0,5,2
samsung,2600,5,4,2,16,android,2,8299,720.0,1280.0,8,5
lyf,1750,4,4,0,4,android,2,1999,480.0,800.0,2,2
swipe,3050,5,8,2,16,android,2,2999,1080.0,1920.0,13,8
lava,2000,5,4,1,8,android,2,8999,480.0,854.0,5,2
intex,3000,5,4,2,16,android,2,4500,720.0,1280.0,8,5
lg,3000,6,8,3,16,android,1,8999,1080.0,1920.0,16,8
lg,4100,5,4,2,16,android,2,6999,720.0,1280.0,13,5
lyf,1400,4,4,0,8,android,2,4199,480.0,800.0,2,0
zen,1800,5,4,1,8,android,2,2639,480.0,854.0,5,2
lava,1750,5,4,0,4,android,2,4199,480.0,800.0,5,0
lava,1300,4,4,0,4,android,2,2399,480.0,800.0,2,0
panasonic,4000,5,4,3,16,android,2,5430,720.0,1280.0,8,5
lava,2200,6,4,1,8,android,2,4200,480.0,800.0,5,2
micromax,2500,5,4,1,8,android,2,5970,720.0,1280.0,8,8
micromax,1750,5,4,1,8,android,2,4299,480.0,854.0,5,5
intex,2200,5,4,1,8,android,2,4999,720.0,1280.0,8,5
intex,1900,5,4,1,8,android,2,4866,480.0,854.0,5,2
motorola,2800,5,4,2,16,android,2,6990,720.0,1280.0,8,5
sony,2700,6,8,3,16,android,1,7999,1080.0,1920.0,21,16
lenovo,2300,5,4,1,8,android,1,4500,720.0,1280.0,5,2
htc,2200,5,8,3,32,android,2,6498,720.0,1280.0,13,5
lyf,4000,5,4,1,8,android,2,5999,720.0,1280.0,8,2
lyf,1500,4,4,1,8,android,2,3599,480.0,800.0,5,2
lava,2000,5,4,0,4,android,2,3399,480.0,800.0,5,2
micromax,2000,5,4,3,16,android,2,4595,720.0,1280.0,8,2
intex,1800,5,4,1,8,android,2,3949,480.0,854.0,5,2
intex,1450,4,4,0,4,android,2,2666,480.0,800.0,0,0
htc,2800,6,8,3,32,android,1,7999,1080.0,1920.0,13,4
micromax,3000,6,4,1,8,android,2,7530,540.0,960.0,8,5
iball,2000,5,4,0,4,android,2,1999,480.0,854.0,5,0
honor,3000,5,8,2,16,android,2,9999,1080.0,1920.0,13,8
panasonic,2700,6,4,2,16,android,2,5549,720.0,1280.0,13,5
swipe,3000,6,4,3,16,android,2,7500,720.0,1280.0,13,5
asus,2070,5,4,1,8,android,2,3999,480.0,854.0,5,0
intex,1500,5,4,1,8,android,2,4750,480.0,854.0,2,0
zte,2540,6,4,2,16,android,2,4999,720.0,1280.0,13,8
zte,3000,6,8,3,32,android,2,4500,1080.0,1920.0,16,8
leeco,3000,6,10,4,32,android,1,5890,1080.0,1920.0,21,8
nubia,2800,5,8,3,64,android,2,9999,1080.0,1920.0,16,8
gionee,2000,5,4,1,16,android,2,4800,720.0,1280.0,5,2
yu,4000,6,8,3,16,android,2,6499,1080.0,1920.0,13,5
videocon,3000,5,4,1,8,android,2,4006,480.0,854.0,5,2
htc,3000,5,8,3,32,android,1,9751,1440.0,2560.0,12,5
meizu,4100,6,8,2,16,android,2,5290,1080.0,1920.0,13,5
reach,2500,5,4,1,8,android,2,2690,720.0,1280.0,5,2
asus,2500,5,4,2,16,android,2,4990,720.0,1280.0,8,5
gionee,1850,5,4,1,8,android,2,4999,480.0,854.0,5,2
samsung,5000,6,8,4,32,android,2,19980,1080.0,1920.0,16,8
intex,1400,4,4,0,4,android,2,2199,480.0,800.0,2,2
samsung,3300,6,8,2,16,android,2,13450,720.0,1080.0,13,5
samsung,3100,5,4,2,16,android,2,9999,720.0,1280.0,13,5
vivo,2200,5,4,1,16,android,2,8599,540.0,960.0,8,5
reach,2000,4,4,1,8,android,2,2200,480.0,800.0,3,1
lava,2500,5,4,2,8,android,2,4500,720.0,1280.0,8,8
videocon,2200,5,4,2,16,android,2,6600,720.0,1280.0,13,5
lava,1200,4,2,0,4,android,2,1999,480.0,800.0,2,0
intex,2500,5,4,1,8,android,2,3333,480.0,854.0,5,0
intex,1700,4,4,1,4,android,2,6500,480.0,800.0,2,0
lava,1750,5,2,0,8,android,2,1999,480.0,854.0,3,0
infocus,2300,5,4,1,8,android,2,4490,850.0,480.0,8,5
panasonic,1600,5,4,1,8,android,2,6760,480.0,854.0,5,2
intex,2200,5,4,1,8,android,2,3499,480.0,854.0,5,0
mphone,3050,6,8,4,64,android,2,6499,1080.0,1920.0,21,8
mphone,2600,6,8,3,32,android,2,7399,1080.0,1920.0,16,8
intex,2300,5,2,1,8,android,2,2999,480.0,854.0,5,2
lyf,2250,5,4,1,8,android,2,3499,480.0,854.0,5,5
blu,2300,5,4,2,16,android,2,7999,720.0,1280.0,13,5
zopo,3600,6,10,4,32,android,2,9980,1080.0,1920.0,21,8
xolo,2500,5,4,2,8,android,2,4559,720.0,1280.0,8,5
intex,2500,5,4,2,16,sailfish,2,4799,720.0,1280.0,8,2
zte,2500,5,4,2,16,android,1,3840,720.0,1280.0,8,8
sony,2620,5,1,3,32,android,1,19990,1080.0,1920.0,23,13
sony,2300,5,8,2,16,android,1,7994,720.0,1280.0,13,8
htc,2700,6,4,2,16,android,2,7890,720.0,1280.0,13,5
htc,2200,5,4,2,16,android,2,10299,720.0,1280.0,13,5
hp,4150,6,4,4,64,windows,1,88719,1440.0,2560.0,15,8
