Brand,Battery capacity,Screen size,Resolution,Processor,RAM,Internal storage,Camera,Operating system,Number of SIMs,Price
iVoomi,2800 mAh,6 inch,720 x 1498 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,4490
Panasonic,3000 mAh,6 inch,1080 x 2246 px,8,4000 mb,64 GB,16 MP Rear +  16 MP Front Camera,Android,2,8899
Intex,2400 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  8 MP Front Camera,Android,2,6999
iVoomi,2000 mAh,5 inch,480 x 960 px,4,1000 mb,8 GB,5 MP Rear +  5 MP Front Camera,Android,2,2999
Vivo,3315 mAh,6 inch,1080 x 2340 px,8,6000 mb,64 GB,16 MP Rear +  25 MP Front Camera,Android,2,14229
Motorola,3000 mAh,6 inch,720 x 1440 px,8,4000 mb,64 GB,13 MP Rear +  8 MP Front Camera,Android,1,9490
HTC,3600 mAh,6 inch,1080 x 2160 px,8,4000 mb,64 GB,16 MP Rear +  13 MP Front Camera,Android,2,12990
Yu,4000 mAh,5 inch,720 x 1440 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,3999
Homtom,3300 mAh,6 inch,720 x 1440 px,8,3000 mb,32 GB,16 MP Rear +  8 MP Front Camera,Android,2,4840
Homtom,3500 mAh,6 inch,720 x 1440 px,8,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,4900
Homtom,3000 mAh,6 inch,640 x 1280 px,8,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,2,3749
Lava,2500 mAh,5 inch,720 x 1080 px,4,1000 mb,16 GB,5 MP Rear +  5 MP Front Camera,Android,1,4890
Itel,2400 mAh,5 inch,480 x 960 px,4,2000 mb,16 GB,5 MP Rear +  2 MP Front Camera,Android,2,4350
Itel,2700 mAh,5 inch,720 x 1440 px,4,1000 mb,8 GB,5 MP Rear +  5 MP Front Camera,Android,2,4999
Samsung,3700 mAh,6 inch,1880 x 2220 px,8,6000 mb,64 GB,16 MP Rear +  24 MP Front Camera,Android,2,20800
Vivo,3260 mAh,6 inch,720 x 1520 px,8,4000 mb,64 GB,13 MP Rear +  8 MP Front Camera,Android,1,13950
Tecno,3050 mAh,6 inch,720 x 1440 px,4,2000 mb,16 GB,13 MP Rear +  13 MP Front Camera,Android,2,5899
Tecno,3050 mAh,6 inch,720 x 1440 px,4,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,2,4599
Oppo,3500 mAh,6 inch,1080 x 2280 px,8,8000 mb,128 GB,16 MP Rear +  25 MP Front Camera,Android,1,17990
Meizu,3010 mAh,6 inch,1080 x 2160 px,8,6000 mb,64 GB,12 MP Rear +  20 MP Front Camera,Android,2,19490
BlackBerry,4000 mAh,6 inch,1080 x 2160 px,8,4000 mb,64 GB,13 MP Rear +  16 MP Front Camera,Android,1,13999
Samsung,3500 mAh,6 inch,720 x 1480 px,8,4000 mb,64 GB,16 MP Rear +  16 MP Front Camera,Android,2,19990
Tecno,4000 mAh,6 inch,720 x 1440 px,4,3000 mb,32 GB,13 MP Rear +  13 MP Front Camera,Android,2,8990
Vivo,3285 mAh,6 inch,720 x 1440 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,1,7500
Alcatel,4000 mAh,6 inch,720 x 1500 px,8,3000 mb,32 GB,12 MP Rear +  8 MP Front Camera,Android,1,12999
Intex,3000 mAh,5 inch,480 x 960 px,4,1000 mb,8 GB,5 MP Rear +  5 MP Front Camera,Android,2,3499
Intex,2000 mAh,5 inch,480 x 960 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,3450
Oppo,4230 mAh,6 inch,720 x 1520 px,8,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,1,7450
Oppo,4230 mAh,6 inch,720 x 1520 px,8,4000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,8990
Vivo,3225 mAh,6 inch,720 x 1440 px,8,4000 mb,32 GB,16 MP Rear +  24 MP Front Camera,Android,1,7994
Samsung,3000 mAh,6 inch,720 x 1480 px,8,4000 mb,64 GB,13 MP Rear +  8 MP Front Camera,Android,2,17600
Alcatel,2000 mAh,5 inch,480 x 960 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,1,3499
Vivo,3260 mAh,6 inch,720 x 1520 px,8,3000 mb,32 GB,13 MP Rear +  5 MP Front Camera,Android,2,9790
Panasonic,2400 mAh,5 inch,720 x 1280 px,4,1000 mb,16 GB,5 MP Rear +  5 MP Front Camera,Android,2,3899
Lephone,3000 mAh,6 inch,720 x 1440 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,1,7900
Comio,2500 mAh,5 inch,720 x 1440 px,4,1000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,6499
iVoomi,2800 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  5 MP Front Camera,Android,2,2999
LG,3300 mAh,6 inch,1080 x 2160 px,8,4000 mb,64 GB,16 MP Rear +  5 MP Front Camera,Android,1,16999
LG,3300 mAh,6 inch,1080 x 2160 px,8,3000 mb,32 GB,16 MP Rear +  5 MP Front Camera,Android,1,14999
Lenovo,4000 mAh,5 inch,720 x 1440 px,4,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,2,5300
Nokia,2990 mAh,5 inch,720 x 1440 px,8,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,1,5994
Aqua,2800 mAh,5 inch,720 x 1280 px,4,1000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,1,4599
Vivo,3260 mAh,6 inch,720 x 1520 px,8,4000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,10399
BlackBerry,3500 mAh,5 inch,1080 x 1620 px,8,4000 mb,64 GB,12 MP Rear +  8 MP Front Camera,Android,2,19994
Mobiistar,3000 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  13 MP Front Camera,Android,2,4294
Micromax,2000 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  5 MP Front Camera,Android,2,3789
iVoomi,4000 mAh,5 inch,720 x 1440 px,4,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,4299
LG,3000 mAh,6 inch,1080 x 2160 px,8,4000 mb,64 GB,16 MP Rear +  5 MP Front Camera,Android,1,11849
LG,3000 mAh,6 inch,1080 x 2160 px,8,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,1,8875
HTC,3500 mAh,6 inch,1440 x 2880 px,8,6000 mb,64 GB,12 MP Rear +  8 MP Front Camera,Android,2,74990
Nokia,3060 mAh,6 inch,1080 x 2280 px,8,4000 mb,32 GB,16 MP Rear +  16 MP Front Camera,Android,2,6999
Kult,4000 mAh,6 inch,720 x 1440 px,4,3000 mb,32 GB,13 MP Rear +  13 MP Front Camera,Android,2,4378
Samsung,3000 mAh,6 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,6924
Karbonn,2900 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  8 MP Front Camera,Android,2,6999
Intex,2800 mAh,5 inch,720 x 1280 px,4,3000 mb,32 GB,13 MP Rear +  5 MP Front Camera,Android,2,4999
Panasonic,2300 mAh,5 inch,720 x 1280 px,4,1000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,3675
LG,3000 mAh,6 inch,1440 x 3120 px,8,4000 mb,64 GB,16 MP Rear +  8 MP Front Camera,Android,2,35999
Samsung,3000 mAh,6 inch,720 x 1480 px,8,4000 mb,32 GB,16 MP Rear +  16 MP Front Camera,Android,1,12999
Samsung,2600 mAh,5 inch,540 x 960 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,6799
Vivo,2500 mAh,5 inch,540 x 960 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,7706
Vivo,3260 mAh,6 inch,1080 x 2280 px,8,4000 mb,32 GB,16 MP Rear +  16 MP Front Camera,Android,2,8990
Motorola,4000 mAh,6 inch,720 x 1440 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,7950
Vivo,3360 mAh,6 inch,720 x 1440 px,4,3000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,8500
Coolpad,2500 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,1,4590
Samsung,3000 mAh,6 inch,720 x 1280 px,8,4000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,10640
Honor,3000 mAh,6 inch,720 x 1440 px,8,2000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,6999
Lava,3000 mAh,6 inch,720 x 1440 px,4,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,2,7999
Oppo,3180 mAh,6 inch,720 x 1440 px,8,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,2,9490
LG,2500 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,6299
Samsung,3300 mAh,6 inch,1080 x 1920 px,8,3000 mb,32 GB,13 MP Rear +  13 MP Front Camera,Android,2,10500
Intex,2500 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,3999
Itel,2400 mAh,5 inch,720 x 1440 px,4,2000 mb,16 GB,8 MP Rear +  8 MP Front Camera,Android,2,3890
Itel,2400 mAh,5 inch,480 x 960 px,4,1000 mb,8 GB,5 MP Rear +  5 MP Front Camera,Android,2,6600
Motorola,3200 mAh,6 inch,1080 x 2160 px,8,4000 mb,64 GB,12 MP Rear +  8 MP Front Camera,Android,2,12900
Lava,2000 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  5 MP Front Camera,Android,2,4540
Sony,3180 mAh,6 inch,1080 x 2160 px,8,4000 mb,64 GB,19 MP Rear +  5 MP Front Camera,Android,2,57900
Nokia,1500 mAh,2 inch,240 x 320 px,2,512 mb,4 GB,2 MP Rear +  0 MP Front Camera,Cyanogen,2,2999
Alcatel,3000 mAh,6 inch,1080 x 2160 px,4,3000 mb,32 GB,16 MP Rear +  8 MP Front Camera,Android,2,10999
Alcatel,3000 mAh,6 inch,720 x 1440 px,4,3000 mb,32 GB,13 MP Rear +  5 MP Front Camera,Android,2,9999
Cat,4500 mAh,5 inch,1080 x 1920 px,8,4000 mb,64 GB,16 MP Rear +  8 MP Front Camera,Android,1,67900
Karbonn,4000 mAh,6 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,2,8226
Celkon,2700 mAh,5 inch,720 x 1280 px,4,3000 mb,32 GB,16 MP Rear +  8 MP Front Camera,Android,2,7249
Comio,3900 mAh,5 inch,720 x 1280 px,4,1000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,5999
Comio,3050 mAh,5 inch,720 x 1280 px,4,2000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,5399
Ziox,2500 mAh,5 inch,720 x 1280 px,4,1000 mb,16 GB,8 MP Rear +  8 MP Front Camera,Android,1,3599
Intex,2200 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,1,3799
Panasonic,2200 mAh,5 inch,720 x 1280 px,4,1000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,4499
InFocus,2400 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,5 MP Rear +  5 MP Front Camera,Android,1,3899
Oppo,3000 mAh,5 inch,720 x 1280 px,8,3000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,7999
Vivo,2500 mAh,5 inch,540 x 960 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,8490
Ziox,2350 mAh,5 inch,480 x 854 px,4,1000 mb,16 GB,5 MP Rear +  2 MP Front Camera,Android,2,3799
HTC,3930 mAh,6 inch,1080 x 2160 px,8,4000 mb,64 GB,12 MP Rear +  5 MP Front Camera,Android,2,19999
Karbonn,3000 mAh,6 inch,1080 x 1920 px,4,3000 mb,32 GB,13 MP Rear +  13 MP Front Camera,Android,2,4799
iVoomi,3000 mAh,5 inch,640 x 1280 px,4,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,4999
Sony,3300 mAh,6 inch,720 x 1280 px,4,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,73300
Sony,3580 mAh,6 inch,1080 x 1920 px,8,4000 mb,32 GB,23 MP Rear +  16 MP Front Camera,Android,2,74164
Micromax,5000 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,1,4470
Gionee,3100 mAh,5 inch,720 x 1280 px,4,4000 mb,32 GB,13 MP Rear +  16 MP Front Camera,Android,2,6290
Ziox,2600 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,2,3199
Celkon,1800 mAh,4 inch,480 x 800 px,4,512 mb,4 GB,3.2 MP Rear +  2 MP Front Camera,Android,2,2999
Karbonn,2200 mAh,5 inch,480 x 854 px,4,1000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,4190
Itel,1700 mAh,4 inch,480 x 800 px,4,1000 mb,8 GB,2 MP Rear +  0.3 MP Front Camera,Android,2,3749
Jivi,2300 mAh,4 inch,480 x 800 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,2550
Panasonic,2500 mAh,5 inch,720 x 1280 px,4,3000 mb,32 GB,13 MP Rear +  5 MP Front Camera,Android,2,5490
Intex,4000 mAh,5 inch,720 x 1280 px,4,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,6729
Micromax,1600 mAh,4 inch,480 x 800 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,2340
Micromax,3000 mAh,6 inch,720 x 1440 px,8,4000 mb,64 GB,20 MP Rear +  16 MP Front Camera,Android,2,6999
Kult,2600 mAh,5 inch,720 x 1280 px,4,3000 mb,32 GB,13 MP Rear +  5 MP Front Camera,Android,2,3999
Micromax,5000 mAh,5 inch,720 x 1280 px,4,1000 mb,16 GB,5 MP Rear +  5 MP Front Camera,Android,2,4790
Intex,2400 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  8 MP Front Camera,Android,2,5295
Gionee,2670 mAh,5 inch,720 x 1440 px,8,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,3999
Panasonic,2500 mAh,5 inch,720 x 1280 px,4,1000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,7990
Infinix,4350 mAh,6 inch,1080 x 1920 px,8,6000 mb,64 GB,12 MP Rear +  16 MP Front Camera,Android,2,12999
Intex,2500 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,4970
Intex,2700 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,2,4495
Karbonn,2300 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,2 MP Rear +  2 MP Front Camera,Android,2,2999
Karbonn,2300 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,3800
Karbonn,1500 mAh,4 inch,480 x 800 px,4,1000 mb,8 GB,3.2 MP Rear +  2 MP Front Camera,Android,2,2450
Billion,3500 mAh,6 inch,1080 x 1920 px,8,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,4890
Zen,2300 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,3999
Panasonic,2500 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,8990
Itel,2700 mAh,5 inch,480 x 854 px,4,1000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,4900
Panasonic,5000 mAh,5 inch,720 x 1280 px,4,3000 mb,32 GB,13 MP Rear +  5 MP Front Camera,Android,2,5935
Xiaomi,3080 mAh,6 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,5999
Huawei,4000 mAh,6 inch,720 x 1290 px,4,3000 mb,32 GB,12 MP Rear +  8 MP Front Camera,Android,2,14990
Karbonn,2300 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  8 MP Front Camera,Android,2,3282
Celkon,1500 mAh,4 inch,480 x 800 px,4,1000 mb,8 GB,3.2 MP Rear +  2 MP Front Camera,Android,2,3199
Sony,2620 mAh,5 inch,720 x 1280 px,8,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,9500
Sony,2620 mAh,5 inch,720 x 1280 px,8,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,2,9990
Karbonn,4000 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,1,7490
Micromax,1300 mAh,4 inch,480 x 800 px,4,512 mb,4 GB,2 MP Rear +  0.3 MP Front Camera,Android,2,2299
Nokia,4100 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,2,6999
Lephone,2000 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,3970
Xolo,2500 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,5 MP Rear +  8 MP Front Camera,Android,1,5999
Xolo,3000 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  13 MP Front Camera,Android,2,7499
Xolo,3000 mAh,5 inch,720 x 1280 px,4,3000 mb,16 GB,13 MP Rear +  13 MP Front Camera,Android,2,8499
Samsung,2000 mAh,5 inch,540 x 960 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,6000
Swipe,2500 mAh,5 inch,720 x 1280 px,4,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,4399
BlackBerry,4000 mAh,6 inch,1080 x 1920 px,8,4000 mb,32 GB,12 MP Rear +  8 MP Front Camera,Android,1,29999
Lava,2750 mAh,5 inch,720 x 1280 px,4,3000 mb,32 GB,8 MP Rear +  8 MP Front Camera,Android,2,9999
Lava,2500 mAh,5 inch,720 x 1280 px,4,3000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,4725
Lava,2500 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,5279
Comio,4000 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  8 MP Front Camera,Android,2,4199
LG,2500 mAh,5 inch,480 x 854 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,4321
Ziox,2200 mAh,5 inch,480 x 854 px,4,2000 mb,16 GB,5 MP Rear +  2 MP Front Camera,Android,2,3799
Panasonic,3000 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,5699
10.or,4000 mAh,6 inch,1080 x 1920 px,8,3000 mb,32 GB,13 MP Rear +  16 MP Front Camera,Android,2,6999
Karbonn,2300 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,2,3490
Intex,2400 mAh,5 inch,240 x 854 px,4,1000 mb,8 GB,5 MP Rear +  5 MP Front Camera,Android,1,3890
Itel,2700 mAh,5 inch,720 x 1280 px,4,3000 mb,16 GB,8 MP Rear +  8 MP Front Camera,Android,2,5410
Intex,2300 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  5 MP Front Camera,Android,2,3299
Intex,1750 mAh,4 inch,480 x 800 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,2950
Gionee,4000 mAh,5 inch,720 x 1280 px,4,3000 mb,16 GB,13 MP Rear +  16 MP Front Camera,Android,2,5699
Micromax,2500 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,5 MP Rear +  5 MP Front Camera,Android,2,3480
Micromax,2000 mAh,5 inch,480 x 854 px,1,1000 mb,8 GB,5 MP Rear +  5 MP Front Camera,Android,2,3290
Panasonic,5000 mAh,6 inch,1080 x 1920 px,8,3000 mb,32 GB,13 MP Rear +  13 MP Front Camera,Android,2,6999
Panasonic,4000 mAh,5 inch,720 x 1280 px,4,3000 mb,32 GB,13 MP Rear +  5 MP Front Camera,Android,2,5891
Yu,3930 mAh,6 inch,1080 x 1920 px,8,4000 mb,64 GB,16 MP Rear +  8 MP Front Camera,Android,2,13999
Intex,2800 mAh,6 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,4799
InFocus,3000 mAh,5 inch,720 x 1280 px,8,4000 mb,64 GB,13 MP Rear +  8 MP Front Camera,Android,1,6195
10.or,4000 mAh,6 inch,1080 x 1920 px,8,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,4999
Lenovo,4000 mAh,5 inch,720 x 1280 px,8,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,7040
Panasonic,2210 mAh,5 inch,480 x 854 px,4,1000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,6604
Oppo,3000 mAh,5 inch,720 x 1280 px,8,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,8490
iVoomi,3000 mAh,5 inch,720 x 1280 px,4,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,4950
iVoomi,3000 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  8 MP Front Camera,Android,2,3790
Alcatel,4000 mAh,6 inch,1080 x 1920 px,8,3000 mb,32 GB,16 MP Rear +  8 MP Front Camera,Android,1,8999
Cat,4000 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  2 MP Front Camera,Android,2,27990
Cat,5000 mAh,5 inch,1080 x 1920 px,8,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,44990
Sony,3430 mAh,6 inch,1080 x 1920 px,8,3000 mb,32 GB,23 MP Rear +  8 MP Front Camera,Android,2,15990
Intex,2800 mAh,6 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,4390
Jivi,3000 mAh,6 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,1,6449
Jivi,2400 mAh,5 inch,480 x 854 px,4,1000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,1,5199
Jivi,2500 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,1,3599
Jivi,2300 mAh,4 inch,480 x 800 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,1,2499
Jivi,1800 mAh,4 inch,480 x 800 px,4,512 mb,4 GB,5 MP Rear +  2 MP Front Camera,Android,1,2599
Intex,2500 mAh,5 inch,480 x 854 px,4,1000 mb,16 GB,5 MP Rear +  5 MP Front Camera,Android,1,4999
Vivo,3000 mAh,6 inch,720 x 1280 px,8,3000 mb,32 GB,13 MP Rear +  16 MP Front Camera,Android,2,9500
iVoomi,2000 mAh,5 inch,480 x 854 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,2900
Swipe,2500 mAh,4 inch,480 x 854 px,4,512 mb,4 GB,5 MP Rear +  2 MP Front Camera,Android,2,2499
Meizu,4000 mAh,6 inch,1080 x 1920 px,8,3000 mb,16 GB,12 MP Rear +  16 MP Front Camera,Android,2,14000
Nuu Mobile,2000 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,7499
Nuu Mobile,2000 mAh,5 inch,720 x 1280 px,4,2000 mb,32 GB,8 MP Rear +  5 MP Front Camera,Android,2,3999
Alcatel,2200 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,2,6499
M-tech,2400 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,3950
Gionee,3000 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  8 MP Front Camera,Android,2,4978
Comio,2700 mAh,5 inch,720 x 1280 px,4,1000 mb,32 GB,8 MP Rear +  5 MP Front Camera,Android,2,4995
Comio,2700 mAh,5 inch,720 x 1280 px,4,2000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,5499
Comio,5000 mAh,5 inch,720 x 1280 px,4,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,8666
Micromax,3000 mAh,6 inch,1080 x 1920 px,8,3000 mb,32 GB,13 MP Rear +  5 MP Front Camera,Android,1,4499
Asus,3300 mAh,6 inch,1080 x 1920 px,1,4000 mb,64 GB,12 MP Rear +  8 MP Front Camera,Android,2,6499
Swipe,2500 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,2,3499
Panasonic,2200 mAh,5 inch,720 x 1280 px,4,1000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,4990
Asus,3000 mAh,6 inch,720 x 1280 px,8,4000 mb,64 GB,16 MP Rear +  20 MP Front Camera,Android,2,6998
Itel,5000 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,1,3880
Panasonic,4000 mAh,5 inch,720 x 1280 px,8,3000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,2,5935
Gionee,4000 mAh,5 inch,720 x 1280 px,8,3000 mb,32 GB,13 MP Rear +  20 MP Front Camera,Android,2,4999
Karbonn,2300 mAh,4 inch,480 x 800 px,4,1000 mb,8 GB,2 MP Rear +  0.3 MP Front Camera,Android,2,2754
Swipe,3000 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,3599
Kult,3000 mAh,5 inch,720 x 1280 px,4,3000 mb,32 GB,13 MP Rear +  13 MP Front Camera,Android,2,3999
Coolpad,2500 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,1,4610
Karbonn,3300 mAh,6 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,5899
Infinix,4000 mAh,6 inch,720 x 1280 px,4,3000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,7499
Infinix,4300 mAh,6 inch,1080 x 1920 px,4,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,8999
Micromax,3000 mAh,5 inch,720 x 1280 px,4,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,4895
Meizu,3000 mAh,5 inch,1080 x 1920 px,8,4000 mb,64 GB,12 MP Rear +  16 MP Front Camera,Android,2,28000
Yu,2500 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,4499
Lyf,2000 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,3590
Samsung,3000 mAh,6 inch,720 x 1280 px,8,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,10990
Intex,4000 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  8 MP Front Camera,Android,1,5440
iVoomi,3000 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,3290
