Brand,Battery_capacity(mAh),Screen_size(inches),Processor,Operating system,Resolution_height(px),Price,Internal_storage(GB),Resolution_width(px),Rear_Camera(MP),Front_Camera(MP),RAM(GB),Number of SIMs
zopo,3100,6,8,android,1920.0,8.852378886511985,3.4965075614664802,6.985641817639208,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
vivo,2730,5,4,android,720.0,9.3048320350689,2.833213344056216,7.155396301896734,2.6390573296152584,1.791759469228055,1.3862943611198906,16
nokia,2630,5,4,android,1280.0,8.839421607620602,2.833213344056216,6.580639137284949,2.1972245773362196,2.1972245773362196,1.0986122886681098,16
intex,3000,5,4,android,1280.0,9.012011377036412,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
zte,5000,6,8,android,1920.0,9.433483923290392,3.4965075614664802,6.985641817639208,2.6390573296152584,2.1972245773362196,1.6094379124341003,16
panasonic,2500,5,4,android,1280.0,9.04085606398372,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.3862943611198906,16
coolpad,3050,6,4,android,1080.0,8.431853144249223,2.833213344056216,6.580639137284949,2.1972245773362196,2.1972245773362196,1.0986122886681098,81
coolpad,2500,6,4,android,1280.0,8.698013622083925,2.833213344056216,6.580639137284949,2.1972245773362196,2.1972245773362196,1.3862943611198906,16
gionee,3130,6,8,android,1920.0,8.987196820661973,3.4965075614664802,6.985641817639208,2.6390573296152584,2.1972245773362196,1.6094379124341003,16
panasonic,1800,5,4,android,1280.0,8.496990484098719,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
vivo,2550,5,8,android,1280.0,9.614538010517382,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
micromax,2500,6,4,android,1280.0,8.286269452783065,2.1972245773362196,6.580639137284949,2.1972245773362196,1.791759469228055,0.6931471805599453,16
infocus,2300,5,4,android,480.0,8.227108234348146,2.1972245773362196,6.7464121285733745,2.1972245773362196,1.791759469228055,1.0986122886681098,16
honor,4000,5,4,android,1280.0,9.054504940418054,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
karbonn,2600,5,8,android,1280.0,8.294049640102028,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
lyf,3500,6,8,android,1920.0,9.472704636443673,3.4965075614664802,6.985641817639208,2.6390573296152584,1.791759469228055,1.3862943611198906,16
onida,2300,5,1,android,1280.0,8.591558273371545,2.1972245773362196,6.580639137284949,2.1972245773362196,1.791759469228055,0.6931471805599453,16
htc,3000,6,8,android,1920.0,9.6004210780406,3.4965075614664802,6.985641817639208,2.6390573296152584,1.791759469228055,1.3862943611198906,16
intex,2300,5,4,android,1280.0,8.85366542803745,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.3862943611198906,16
lava,2500,5,4,android,1280.0,9.495594499353297,2.833213344056216,6.580639137284949,2.6390573296152584,2.1972245773362196,1.0986122886681098,16
gionee,2400,5,4,android,1280.0,9.23024103368252,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
micromax,2500,5,8,android,1280.0,8.476371196895983,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
vivo,2720,6,8,android,1280.0,9.472781556562168,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
micromax,2000,5,4,android,854.0,8.85366542803745,2.1972245773362196,6.175867270105761,1.791759469228055,1.791759469228055,0.6931471805599453,16
panasonic,3500,6,8,android,1280.0,8.412054873292933,2.833213344056216,6.580639137284949,2.6390573296152584,2.1972245773362196,1.0986122886681098,16
karbonn,2200,5,4,android,1280.0,8.006367567650246,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
infocus,2230,5,4,android,1280.0,8.987196820661973,2.1972245773362196,6.580639137284949,2.1972245773362196,1.0986122886681098,0.6931471805599453,16
micromax,2500,5,8,android,1280.0,8.732304571033183,2.1972245773362196,6.580639137284949,2.6390573296152584,1.0986122886681098,0.6931471805599453,16
lava,2650,6,4,android,1280.0,8.294049640102028,3.4965075614664802,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
micromax,3000,6,4,android,960.0,9.15915233520675,2.1972245773362196,6.293419278846481,2.1972245773362196,1.0986122886681098,0.6931471805599453,16
sony,2930,5,8,android,1920.0,10.46070045585524,3.4965075614664802,6.985641817639208,3.044522437723423,1.791759469228055,1.3862943611198906,1
lg,3000,6,4,android,1280.0,8.699514748210191,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,0.6931471805599453,16
intex,1400,4,4,android,800.0,8.160803920954665,2.1972245773362196,6.175867270105761,2.1972245773362196,1.0986122886681098,0.6931471805599453,16
micromax,2000,5,4,android,800.0,8.294049640102028,2.1972245773362196,6.175867270105761,2.1972245773362196,1.0986122886681098,0.6931471805599453,16
micromax,2000,5,4,android,960.0,8.699514748210191,2.1972245773362196,6.293419278846481,2.1972245773362196,1.0986122886681098,0.6931471805599453,16
microsoft,2200,5,4,windows,1280.0,8.853808274977197,2.1972245773362196,6.580639137284949,2.1972245773362196,1.791759469228055,0.6931471805599453,16
htc,2840,5,8,android,2560.0,9.305741456739435,2.833213344056216,7.273092595999522,3.044522437723423,1.6094379124341003,1.0986122886681098,1
intex,1700,5,4,android,1280.0,8.922791623969637,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
karbonn,1900,5,8,android,1280.0,8.962007209588313,2.1972245773362196,6.580639137284949,2.1972245773362196,2.1972245773362196,0.6931471805599453,16
blackberry,2800,5,2,blackberry,1280.0,8.881975184248867,2.833213344056216,6.580639137284949,2.1972245773362196,1.0986122886681098,1.0986122886681098,1
asus,2100,5,2,android,854.0,8.612503371220562,2.1972245773362196,6.175867270105761,1.791759469228055,0.0,0.6931471805599453,16
lava,2500,5,8,android,1280.0,9.04793908261736,2.1972245773362196,6.580639137284949,2.1972245773362196,1.3862943611198906,0.6931471805599453,16
gionee,1950,5,4,android,854.0,8.33110454805304,2.1972245773362196,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
karbonn,1800,5,4,android,1280.0,8.853808274977197,2.1972245773362196,6.580639137284949,2.1972245773362196,1.791759469228055,0.6931471805599453,16
micromax,3000,5,4,android,1280.0,8.630521876723241,2.1972245773362196,6.580639137284949,2.1972245773362196,1.0986122886681098,0.6931471805599453,16
blackberry,2515,4,2,blackberry,720.0,9.539644119118783,2.833213344056216,6.580639137284949,2.1972245773362196,1.0986122886681098,1.0986122886681098,1
intex,4000,5,8,android,854.0,8.412054873292933,2.1972245773362196,6.175867270105761,2.1972245773362196,1.0986122886681098,0.6931471805599453,16
gionee,5000,5,4,android,1280.0,8.157943507105037,2.1972245773362196,6.580639137284949,2.1972245773362196,1.0986122886681098,0.6931471805599453,16
honor,2000,5,4,android,1280.0,8.699514748210191,2.833213344056216,6.580639137284949,2.1972245773362196,1.0986122886681098,0.6931471805599453,16
gionee,2050,5,8,android,1280.0,8.612503371220562,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,0.6931471805599453,1
htc,2600,6,4,android,1280.0,9.998388557730848,2.1972245773362196,6.580639137284949,2.6390573296152584,1.791759469228055,0.6931471805599453,16
lenovo,2300,5,8,android,1920.0,9.769956159911606,3.4965075614664802,6.985641817639208,2.6390573296152584,1.791759469228055,1.0986122886681098,16
zte,2400,5,4,android,1280.0,8.131530710604252,1.6094379124341003,6.580639137284949,2.6390573296152584,1.791759469228055,0.6931471805599453,16
xolo,2100,5,8,android,1280.0,8.68084148294457,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
lg,3000,6,4,android,960.0,9.258273025731485,2.1972245773362196,6.293419278846481,2.6390573296152584,0.6931471805599453,0.6931471805599453,16
iball,1900,5,8,android,960.0,8.070906088787819,2.1972245773362196,6.293419278846481,2.1972245773362196,1.0986122886681098,0.6931471805599453,16
htc,2000,5,8,android,1280.0,8.987196820661973,1.6094379124341003,6.580639137284949,2.1972245773362196,1.0986122886681098,0.6931471805599453,16
lg,2540,5,4,android,1280.0,8.699514748210191,2.1972245773362196,6.580639137284949,2.1972245773362196,0.6931471805599453,0.6931471805599453,1
xolo,1800,5,4,windows,1280.0,8.410943391573527,2.1972245773362196,6.580639137284949,2.1972245773362196,1.0986122886681098,0.6931471805599453,16
sony,2500,5,4,android,1280.0,9.825039406206987,2.1972245773362196,6.580639137284949,2.1972245773362196,0.6931471805599453,0.6931471805599453,1
micromax,2000,5,4,android,800.0,9.104979856318357,1.6094379124341003,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
lava,1800,5,4,android,854.0,8.197814032221203,1.6094379124341003,6.175867270105761,2.1972245773362196,1.0986122886681098,0.6931471805599453,16
blackberry,2500,5,2,blackberry,960.0,9.852246888342531,2.1972245773362196,6.293419278846481,1.791759469228055,0.6931471805599453,0.6931471805599453,1
lava,2000,5,4,android,960.0,8.525359754082631,1.6094379124341003,6.293419278846481,2.1972245773362196,0.0,0.6931471805599453,16
lg,2540,5,4,android,960.0,8.101677747454572,2.1972245773362196,6.293419278846481,2.1972245773362196,0.0,0.6931471805599453,16
karbonn,2000,5,8,android,1920.0,9.433083843269053,2.833213344056216,6.985641817639208,2.833213344056216,2.1972245773362196,1.0986122886681098,16
lenovo,4000,5,4,android,1280.0,9.83889569664295,2.833213344056216,6.580639137284949,2.1972245773362196,0.6931471805599453,1.0986122886681098,16
micromax,1800,5,4,android,1280.0,8.778941881841513,1.6094379124341003,6.580639137284949,2.1972245773362196,1.791759469228055,0.6931471805599453,16
intex,2300,6,8,android,1280.0,9.730264478727433,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
xolo,4000,6,4,android,1920.0,9.805819595357969,2.833213344056216,6.985641817639208,2.6390573296152584,1.791759469228055,1.0986122886681098,16
gionee,1700,4,4,android,800.0,8.921991410536698,1.6094379124341003,6.175867270105761,1.791759469228055,0.0,0.0,16
nokia,1430,4,2,windows,800.0,8.922791623969637,2.1972245773362196,6.175867270105761,1.791759469228055,0.0,0.6931471805599453,1
xolo,2600,6,4,android,1280.0,9.584314812992977,2.1972245773362196,6.580639137284949,2.6390573296152584,1.0986122886681098,0.6931471805599453,16
micromax,2000,5,4,android,1920.0,9.769441741907062,2.833213344056216,6.985641817639208,2.6390573296152584,1.791759469228055,1.0986122886681098,16
nokia,3400,6,2,windows,1280.0,9.206432747145165,2.1972245773362196,6.580639137284949,1.791759469228055,0.0,0.6931471805599453,1
lg,3140,6,2,android,960.0,8.68270762989381,2.1972245773362196,6.293419278846481,2.1972245773362196,0.6931471805599453,0.6931471805599453,16
blackberry,2880,5,2,blackberry,1280.0,9.024131268455035,2.833213344056216,6.580639137284949,2.1972245773362196,1.0986122886681098,1.0986122886681098,1
htc,1800,4,4,android,800.0,9.852246888342531,1.6094379124341003,6.175867270105761,2.1972245773362196,0.6931471805599453,0.6931471805599453,16
nokia,2000,5,2,windows,800.0,8.517193191416238,2.1972245773362196,6.175867270105761,1.791759469228055,0.0,0.0,1
xolo,2000,5,4,android,1280.0,9.55775254863573,1.6094379124341003,6.580639137284949,2.1972245773362196,1.0986122886681098,0.6931471805599453,1
gionee,1800,5,4,android,1280.0,8.779557455883728,2.833213344056216,6.580639137284949,2.1972245773362196,1.0986122886681098,0.6931471805599453,16
samsung,2330,4,2,android,960.0,9.679781342959442,2.1972245773362196,6.329720905522696,2.833213344056216,0.6931471805599453,0.6931471805599453,1
htc,1860,5,4,android,960.0,10.021315031649332,2.1972245773362196,6.293419278846481,2.1972245773362196,0.6931471805599453,0.6931471805599453,16
samsung,1200,3,1,android,320.0,8.068089626278244,1.3862943611198906,5.484796933490655,1.0986122886681098,0.0,0.0,1
samsung,2100,5,2,android,800.0,9.104979856318357,2.1972245773362196,6.175867270105761,2.1972245773362196,1.0986122886681098,0.6931471805599453,16
nokia,1200,3,1,cyanogen,320.0,8.517193191416238,0.0,5.484796933490655,1.3862943611198906,0.0,0.0,16
nokia,1300,4,1,windows,800.0,8.515391569469609,2.1972245773362196,6.175867270105761,1.791759469228055,0.0,0.0,1
nokia,1430,4,2,windows,800.0,8.25608813381491,2.1972245773362196,6.175867270105761,1.791759469228055,0.0,0.0,1
lg,1540,3,1,android,320.0,7.600902459542082,1.6094379124341003,5.484796933490655,1.3862943611198906,0.0,0.0,16
blackberry,1450,2,1,blackberry,320.0,8.85366542803745,0.6931471805599453,5.484796933490655,1.0986122886681098,0.0,0.0,1
coolpad,4000,6,8,android,1520.0,8.85366542803745,4.174387269895637,6.580639137284949,2.6390573296152584,2.833213344056216,1.6094379124341003,1
ivoomi,3000,6,4,android,1520.0,8.411832675758411,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
mobiistar,3000,6,8,android,1920.0,8.556413904569519,3.4965075614664802,6.985641817639208,2.6390573296152584,2.6390573296152584,1.3862943611198906,16
comio,2900,6,4,android,2160.0,8.748463629942055,3.4965075614664802,6.985641817639208,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
intex,1400,4,4,android,800.0,7.85979918056211,2.1972245773362196,6.175867270105761,1.0986122886681098,0.0,0.6931471805599453,16
karbonn,1400,4,4,android,800.0,8.086717920303906,2.1972245773362196,6.175867270105761,1.0986122886681098,0.0,0.6931471805599453,16
videocon,2000,5,4,android,1280.0,8.294049640102028,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
ivoomi,3000,5,4,android,1280.0,8.160518247477505,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
ivoomi,3000,5,4,android,1280.0,8.517193191416238,2.1972245773362196,6.580639137284949,1.791759469228055,1.791759469228055,0.6931471805599453,16
asus,2650,5,4,android,1280.0,8.433811582477187,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
intex,2100,5,4,android,1280.0,8.699681400989514,2.1972245773362196,6.580639137284949,2.1972245773362196,1.791759469228055,0.6931471805599453,16
alcatel,2000,5,1,android,854.0,8.006367567650246,2.1972245773362196,6.175867270105761,2.1972245773362196,1.791759469228055,0.6931471805599453,16
reach,2600,6,4,android,960.0,7.90100705199242,2.1972245773362196,6.293419278846481,2.3978952727983707,1.791759469228055,0.6931471805599453,16
karbonn,2250,5,4,android,1280.0,9.065314599925925,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
infocus,2000,5,4,android,854.0,8.070906088787819,2.1972245773362196,6.175867270105761,1.791759469228055,1.791759469228055,0.6931471805599453,16
htc,2000,5,8,android,1280.0,8.612503371220562,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
intex,3000,5,4,android,1280.0,8.399535147948004,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
htc,2000,5,4,android,854.0,7.90100705199242,1.6094379124341003,6.175867270105761,1.791759469228055,0.0,0.0,16
xolo,2000,5,4,android,854.0,9.159047077588632,1.6094379124341003,6.175867270105761,1.791759469228055,0.0,0.6931471805599453,16
blackberry,1450,3,1,blackberry,480.0,8.922791623969637,0.6931471805599453,5.8888779583328805,1.791759469228055,0.0,0.0,1
zen,2900,6,4,android,854.0,8.101677747454572,2.833213344056216,6.175867270105761,1.791759469228055,1.3862943611198906,1.0986122886681098,16
samsung,4500,7,8,android,3200.0,11.211820372186306,4.859812404361672,7.273092595999522,2.5649493574615367,2.3978952727983707,2.1972245773362196,16
samsung,5000,7,8,android,3200.0,11.440354772135393,4.859812404361672,7.273092595999522,4.6913478822291435,3.713572066704308,2.5649493574615367,16
xiaomi,5000,6,8,android,1520.0,8.779557455883728,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.0986122886681098,16
lava,4120,6,4,android,1280.0,8.482601746646619,2.833213344056216,6.398594934535208,2.1972245773362196,1.791759469228055,0.6931471805599453,16
samsung,3300,7,8,android,2636.0,12.072489823011729,5.54907608489522,6.985641817639208,2.5649493574615367,2.3978952727983707,2.1972245773362196,1
samsung,4000,6,8,android,3200.0,11.112447898373103,4.859812404361672,7.273092595999522,2.5649493574615367,2.3978952727983707,2.1972245773362196,16
lava,3200,6,8,android,1520.0,8.748304912379623,3.4965075614664802,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
nokia,4000,6,4,android,1520.0,8.874867635688053,3.4965075614664802,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
tecno,6000,6,8,android,1548.0,9.047821442478408,4.174387269895637,6.580639137284949,2.6390573296152584,2.6390573296152584,1.6094379124341003,16
vivo,5000,7,8,android,2340.0,9.546169544733285,4.859812404361672,6.985641817639208,2.833213344056216,2.833213344056216,1.6094379124341003,16
lava,2500,5,4,android,854.0,8.268731832117737,2.833213344056216,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
tecno,4000,7,8,android,1600.0,9.206432747145165,4.174387269895637,6.580639137284949,2.833213344056216,2.1972245773362196,1.6094379124341003,16
micromax,3950,6,8,android,1560.0,8.809116258125274,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
google,3700,6,8,android,3040.0,11.3373928113354,4.174387269895637,7.273092595999522,2.833213344056216,2.1972245773362196,1.9459101490553132,16
google,2800,6,8,android,2280.0,11.149096419938578,4.174387269895637,6.985641817639208,2.833213344056216,2.1972245773362196,1.9459101490553132,16
lenovo,4050,6,8,android,1520.0,9.305650551780507,4.174387269895637,6.580639137284949,2.6390573296152584,2.833213344056216,1.6094379124341003,16
samsung,4500,7,8,android,2400.0,10.165851817003619,4.859812404361672,6.985641817639208,4.174387269895637,3.4965075614664802,1.9459101490553132,1
apple,3046,6,6,ios,2436.0,11.481445117743048,4.174387269895637,7.026426808699636,2.5649493574615367,2.5649493574615367,1.6094379124341003,16
samsung,4000,7,8,android,1560.0,9.305650551780507,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
oppo,4000,7,8,android,2340.0,9.94755228369823,4.859812404361672,6.985641817639208,3.8918202981106265,2.833213344056216,2.1972245773362196,1
samsung,4000,6,8,android,1560.0,9.545454543987825,4.174387269895637,6.580639137284949,3.258096538021482,2.833213344056216,1.6094379124341003,16
lava,3500,6,8,android,1520.0,8.99961934066053,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
htc,3300,6,8,android,1520.0,8.987196820661973,3.4965075614664802,6.580639137284949,2.5649493574615367,2.1972245773362196,1.3862943611198906,16
samsung,4000,6,8,android,1520.0,9.047821442478408,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.0986122886681098,16
huawei,4500,7,8,android,2400.0,11.255449234575513,4.859812404361672,7.0707241072602764,3.713572066704308,3.4965075614664802,2.1972245773362196,16
samsung,3500,6,8,android,2280.0,11.156250521031495,5.54907608489522,6.985641817639208,2.5649493574615367,2.3978952727983707,2.1972245773362196,16
tecno,3500,6,8,android,2340.0,9.472704636443673,4.859812404361672,6.985641817639208,2.833213344056216,3.4965075614664802,1.9459101490553132,16
lg,4050,6,8,android,1520.0,9.431962766918454,4.174387269895637,6.580639137284949,2.6390573296152584,2.833213344056216,1.6094379124341003,16
vivo,5000,6,8,android,1544.0,9.164401140034737,4.174387269895637,6.580639137284949,2.1972245773362196,2.1972245773362196,1.3862943611198906,16
itel,2400,5,8,android,1440.0,8.400884069015854,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,1
huawei,4000,7,8,android,2340.0,9.57851889529833,4.859812404361672,6.985641817639208,2.833213344056216,2.833213344056216,1.6094379124341003,16
samsung,3700,7,8,android,2400.0,10.491024186183038,4.859812404361672,6.985641817639208,3.8918202981106265,0.0,2.1972245773362196,16
oppo,3765,6,8,android,2340.0,10.203258756085228,4.859812404361672,6.985641817639208,3.8918202981106265,2.833213344056216,2.1972245773362196,16
samsung,2600,5,8,android,960.0,8.57376254290413,2.833213344056216,6.293419278846481,1.791759469228055,1.791759469228055,0.6931471805599453,16
samsung,4000,6,8,android,1560.0,9.200391041122515,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,1
vivo,4030,6,8,android,1520.0,8.824677891164198,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
panasonic,4000,6,8,android,1920.0,8.77786371462117,4.174387269895637,6.985641817639208,2.6390573296152584,2.1972245773362196,1.6094379124341003,16
lava,2250,4,4,android,800.0,8.160518247477505,2.1972245773362196,5.993961427306569,1.0986122886681098,1.0986122886681098,0.6931471805599453,16
samsung,4380,7,8,android,2152.0,12.013700752882718,6.240275845170769,7.337587743538596,2.833213344056216,2.3978952727983707,2.5649493574615367,16
gionee,3000,5,4,android,1440.0,8.409385238781931,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,1
tecno,3050,6,4,android,1440.0,8.68270762989381,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
tecno,3050,6,4,android,1440.0,8.556413904569519,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.0986122886681098,16
coolpad,3000,6,8,android,1520.0,8.444622498581403,3.4965075614664802,6.580639137284949,2.1972245773362196,1.791759469228055,1.3862943611198906,16
vivo,4030,6,8,android,1520.0,9.030016817844901,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.0986122886681098,16
itel,2400,5,4,android,960.0,8.230044310126114,2.1972245773362196,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
oppo,3400,6,8,android,2280.0,9.568014816247999,4.859812404361672,6.985641817639208,3.044522437723423,3.044522437723423,1.9459101490553132,16
10.or,5000,6,8,android,2246.0,8.987196820661973,4.174387269895637,6.985641817639208,2.833213344056216,2.5649493574615367,1.6094379124341003,16
xolo,3000,5,4,android,1440.0,8.294049640102028,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,0.6931471805599453,16
micromax,4000,6,8,android,1500.0,8.68270762989381,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.0986122886681098,16
tambo,2100,5,4,android,960.0,8.240385115516334,2.833213344056216,6.175867270105761,1.791759469228055,1.791759469228055,0.6931471805599453,16
tambo,2500,5,8,android,854.0,8.131824785007195,2.1972245773362196,6.175867270105761,1.791759469228055,1.791759469228055,0.6931471805599453,16
meizu,3300,6,8,android,1440.0,9.104979856318357,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
meizu,3000,5,4,android,1440.0,8.17188200612782,2.833213344056216,6.580639137284949,2.6390573296152584,2.1972245773362196,1.0986122886681098,16
motorola,5000,6,8,android,1520.0,9.293853972204001,3.4965075614664802,6.580639137284949,2.5649493574615367,2.1972245773362196,1.3862943611198906,16
motorola,3000,6,8,android,2270.0,9.100748695346088,4.174387269895637,6.985641817639208,2.5649493574615367,2.1972245773362196,1.6094379124341003,16
itel,4000,5,4,android,960.0,8.291797105048733,2.1972245773362196,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
vivo,4030,6,8,android,1520.0,9.259130536145614,4.174387269895637,6.580639137284949,2.6390573296152584,3.044522437723423,1.6094379124341003,1
lava,3000,6,4,android,1440.0,8.85366542803745,2.833213344056216,6.580639137284949,2.6390573296152584,2.6390573296152584,1.0986122886681098,16
vivo,4030,6,8,android,1580.0,9.205428327615163,4.174387269895637,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,1
micromax,5000,5,4,android,1440.0,8.45531778769815,2.833213344056216,6.580639137284949,1.791759469228055,1.791759469228055,0.6931471805599453,16
micromax,2000,5,4,android,854.0,8.039157390473237,2.1972245773362196,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
panasonic,4000,6,8,android,1500.0,9.046762057999363,4.174387269895637,6.580639137284949,2.6390573296152584,2.1972245773362196,1.6094379124341003,16
panasonic,4000,6,8,android,1500.0,8.852378886511985,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
panasonic,3000,6,4,android,1440.0,9.104979856318357,3.4965075614664802,6.580639137284949,2.6390573296152584,1.791759469228055,1.3862943611198906,16
razer,4000,6,8,android,2560.0,10.91492481446108,4.174387269895637,7.273092595999522,2.5649493574615367,2.1972245773362196,2.1972245773362196,1
ivoomi,2800,6,4,android,1498.0,8.409830673087738,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
panasonic,3000,6,8,android,2246.0,9.093806555720231,4.174387269895637,6.985641817639208,2.833213344056216,2.833213344056216,1.6094379124341003,16
intex,2400,5,4,android,1280.0,8.85366542803745,2.833213344056216,6.580639137284949,2.1972245773362196,2.1972245773362196,1.0986122886681098,16
ivoomi,2000,5,4,android,960.0,8.006367567650246,2.1972245773362196,6.175867270105761,1.791759469228055,1.791759469228055,0.6931471805599453,16
vivo,3315,6,8,android,2340.0,9.563107691083898,4.174387269895637,6.985641817639208,2.833213344056216,3.258096538021482,1.9459101490553132,16
motorola,3000,6,8,android,1440.0,9.158099260130491,4.174387269895637,6.580639137284949,2.6390573296152584,2.1972245773362196,1.6094379124341003,1
htc,3600,6,8,android,2160.0,9.472012088995733,4.174387269895637,6.985641817639208,2.833213344056216,2.6390573296152584,1.6094379124341003,16
yu,4000,5,4,android,1440.0,8.294049640102028,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
homtom,3300,6,8,android,1440.0,8.484876589939695,3.4965075614664802,6.580639137284949,2.833213344056216,2.1972245773362196,1.3862943611198906,16
homtom,3500,6,8,android,1440.0,8.497194544909547,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
homtom,3000,6,8,android,1280.0,8.229511118964457,2.833213344056216,6.46302945692067,2.6390573296152584,2.1972245773362196,1.0986122886681098,16
lava,2500,5,4,android,1080.0,8.495152060539358,2.833213344056216,6.580639137284949,1.791759469228055,1.791759469228055,0.6931471805599453,1
itel,2400,5,4,android,960.0,8.37816098272068,2.833213344056216,6.175867270105761,1.791759469228055,1.0986122886681098,1.0986122886681098,16
itel,2700,5,4,android,1440.0,8.517193191416238,2.1972245773362196,6.580639137284949,1.791759469228055,1.791759469228055,0.6931471805599453,16
samsung,3700,6,8,android,2220.0,9.942756341456828,4.174387269895637,7.53955882930103,2.833213344056216,3.2188758248682006,1.9459101490553132,16
vivo,3260,6,8,android,1520.0,9.543306469268108,4.174387269895637,6.580639137284949,2.6390573296152584,2.1972245773362196,1.6094379124341003,1
tecno,3050,6,4,android,1440.0,8.68270762989381,2.833213344056216,6.580639137284949,2.6390573296152584,2.6390573296152584,1.0986122886681098,16
tecno,3050,6,4,android,1440.0,8.433811582477187,2.833213344056216,6.580639137284949,2.6390573296152584,2.1972245773362196,1.0986122886681098,16
oppo,3500,6,8,android,2280.0,9.79762691183662,4.859812404361672,6.985641817639208,2.833213344056216,3.258096538021482,2.1972245773362196,1
meizu,3010,6,8,android,2160.0,9.877708099548641,4.174387269895637,6.985641817639208,2.5649493574615367,3.044522437723423,1.9459101490553132,16
blackberry,4000,6,8,android,2160.0,9.546812608597396,4.174387269895637,6.985641817639208,2.6390573296152584,2.833213344056216,1.6094379124341003,1
samsung,3500,6,8,android,1480.0,9.903037451255743,4.174387269895637,6.580639137284949,2.833213344056216,2.833213344056216,1.6094379124341003,16
