Brand,Battery_capacity(mAh),Screen_size(inches),Processor,Operating system,Resolution_height(px),Price,Internal_storage(GB),Resolution_width(px),Rear_Camera(MP),Front_Camera(MP),RAM(GB),Number of SIMs
motorola,2470,5,4,android,1280.0,9.305650551780507,2.1972245773362196,6.580639137284949,2.6390573296152584,1.791759469228055,0.6931471805599453,16
honor,3100,5,8,android,1920.0,9.680344001221918,2.833213344056216,6.985641817639208,3.044522437723423,2.1972245773362196,1.3862943611198906,1
asus,3000,6,8,android,1920.0,9.615805480084347,2.833213344056216,6.985641817639208,2.6390573296152584,2.6390573296152584,1.0986122886681098,16
lg,3000,6,6,android,2560.0,9.495519314209846,3.4965075614664802,7.273092595999522,2.833213344056216,2.1972245773362196,1.3862943611198906,1
xiaomi,3120,5,8,android,1920.0,9.472704636443673,2.833213344056216,6.985641817639208,2.6390573296152584,1.791759469228055,1.0986122886681098,16
lenovo,2900,6,8,android,1920.0,9.210340371976184,2.833213344056216,6.985641817639208,2.6390573296152584,1.791759469228055,1.0986122886681098,16
motorola,3900,5,4,android,2560.0,10.373491181781864,4.174387269895637,7.273092595999522,3.091042453358316,1.0986122886681098,1.3862943611198906,1
gionee,2700,5,8,android,1920.0,9.680344001221918,2.833213344056216,6.985641817639208,2.6390573296152584,2.1972245773362196,1.0986122886681098,16
lenovo,2900,5,8,android,1920.0,9.190137664658664,3.4965075614664802,6.985641817639208,2.833213344056216,2.1972245773362196,1.3862943611198906,16
samsung,2600,5,8,android,2560.0,10.165851817003619,3.4965075614664802,7.273092595999522,2.833213344056216,1.791759469228055,1.3862943611198906,1
honor,3600,6,8,android,1920.0,10.184900011974314,3.4965075614664802,6.985641817639208,2.1972245773362196,2.1972245773362196,1.3862943611198906,16
htc,2600,6,8,android,1280.0,10.146472946063877,2.833213344056216,6.580639137284949,2.6390573296152584,2.1972245773362196,1.0986122886681098,16
htc,2600,5,4,android,1920.0,10.25769445336048,2.833213344056216,6.985641817639208,2.6390573296152584,1.791759469228055,1.0986122886681098,1
motorola,3220,6,4,android,2560.0,9.509778075438817,3.4965075614664802,7.273092595999522,2.6390573296152584,1.0986122886681098,1.3862943611198906,1
htc,2400,5,4,android,1920.0,9.3048320350689,2.833213344056216,6.985641817639208,2.6390573296152584,2.6390573296152584,1.0986122886681098,1
blackberry,3450,5,4,blackberry,1440.0,9.680344001221918,3.4965075614664802,7.273092595999522,2.6390573296152584,1.0986122886681098,1.3862943611198906,1
apple,2915,6,1,ios,1920.0,10.085809109330082,2.833213344056216,6.985641817639208,2.1972245773362196,0.6931471805599453,0.6931471805599453,1
apple,1810,5,2,ios,1334.0,9.680344001221918,2.833213344056216,6.621405651764134,2.1972245773362196,0.6931471805599453,0.6931471805599453,1
motorola,2300,5,4,android,1920.0,10.085809109330082,2.833213344056216,6.985641817639208,2.6390573296152584,1.0986122886681098,1.0986122886681098,1
motorola,2070,5,4,android,1280.0,9.510519035757246,2.833213344056216,6.580639137284949,2.1972245773362196,1.0986122886681098,0.6931471805599453,16
sony,2600,5,4,android,1280.0,10.571086129249698,2.833213344056216,6.580639137284949,3.044522437723423,1.0986122886681098,1.0986122886681098,1
samsung,3220,6,4,android,2560.0,10.236417809461043,3.4965075614664802,7.273092595999522,2.833213344056216,1.3862943611198906,1.3862943611198906,1
samsung,3000,6,4,android,2560.0,10.307317991967832,3.4965075614664802,7.3783837129967145,2.833213344056216,1.3862943611198906,1.3862943611198906,1
xiaomi,3080,5,4,android,1920.0,8.985695694535705,2.833213344056216,6.985641817639208,2.6390573296152584,2.1972245773362196,1.3862943611198906,1
lenovo,4000,6,4,android,2560.0,10.308952660644293,3.4965075614664802,7.273092595999522,2.833213344056216,1.791759469228055,1.3862943611198906,16
oneplus,3100,6,4,cyanogen,1920.0,9.998797732340453,2.833213344056216,6.985641817639208,2.6390573296152584,1.791759469228055,1.3862943611198906,1
samsung,2800,5,8,android,1920.0,10.4341158035983,2.833213344056216,6.985641817639208,2.833213344056216,1.0986122886681098,1.0986122886681098,1
sony,3200,5,4,android,1920.0,10.491024186183038,2.833213344056216,6.985641817639208,3.044522437723423,1.0986122886681098,1.3862943611198906,1
sony,2300,4,4,android,1280.0,9.392661928770137,2.833213344056216,6.580639137284949,3.044522437723423,1.0986122886681098,1.0986122886681098,1
gionee,2500,6,4,android,1920.0,8.216088098632316,2.833213344056216,6.985641817639208,2.833213344056216,2.1972245773362196,1.0986122886681098,1
samsung,2600,5,4,android,1280.0,9.680344001221918,2.1972245773362196,6.580639137284949,2.1972245773362196,0.6931471805599453,0.6931471805599453,16
motorola,2070,5,4,android,1280.0,9.210340371976184,2.1972245773362196,6.580639137284949,1.791759469228055,0.6931471805599453,0.6931471805599453,16
lg,2300,5,4,android,1920.0,9.392745258631441,2.833213344056216,6.985641817639208,2.1972245773362196,0.6931471805599453,1.0986122886681098,1
nokia,3400,6,4,windows,1920.0,10.462846164547514,3.4965075614664802,6.985641817639208,3.044522437723423,0.6931471805599453,1.0986122886681098,1
apple,1507,4,2,ios,1136.0,9.047821442478408,2.1972245773362196,6.46302945692067,2.1972245773362196,0.6931471805599453,0.6931471805599453,1
xiaomi,3050,5,4,android,1920.0,9.546812608597396,2.833213344056216,6.985641817639208,2.6390573296152584,1.0986122886681098,1.0986122886681098,1
samsung,3200,6,8,android,1920.0,10.832714252818556,3.4965075614664802,6.985641817639208,2.6390573296152584,1.0986122886681098,1.3862943611198906,1
sony,3000,5,1,android,1920.0,10.945529489715843,2.833213344056216,6.985641817639208,3.044522437723423,1.0986122886681098,1.0986122886681098,1
lg,3000,5,4,android,1920.0,10.021270588192511,2.833213344056216,6.985641817639208,2.6390573296152584,1.0986122886681098,1.0986122886681098,1
motorola,2200,5,2,android,1280.0,9.61587214452889,2.833213344056216,6.580639137284949,2.3978952727983707,1.0986122886681098,1.0986122886681098,1
sony,2330,5,4,android,1920.0,10.38871840689063,2.833213344056216,6.985641817639208,2.6390573296152584,1.0986122886681098,1.0986122886681098,1
samsung,2100,5,4,android,1280.0,8.699514748210191,2.833213344056216,6.580639137284949,2.1972245773362196,0.6931471805599453,0.6931471805599453,1
samsung,2600,5,8,android,1920.0,10.966748963901312,2.833213344056216,6.985641817639208,2.6390573296152584,1.0986122886681098,1.0986122886681098,1
nokia,2000,5,2,windows,1280.0,9.104979856318357,3.4965075614664802,6.645090969505644,2.1972245773362196,0.6931471805599453,0.6931471805599453,1
oppo,4000,6,8,android,2400.0,9.835797403566177,4.859812404361672,6.985641817639208,3.8918202981106265,2.833213344056216,2.1972245773362196,16
vivo,4500,6,8,android,2340.0,9.830916859701293,4.859812404361672,6.985641817639208,3.8918202981106265,3.4965075614664802,2.1972245773362196,16
motorola,4000,6,8,android,2280.0,9.472704636443673,4.174387269895637,6.985641817639208,3.8918202981106265,3.258096538021482,1.6094379124341003,16
motorola,4000,6,8,android,1520.0,9.104979856318357,4.174387269895637,6.580639137284949,2.6390573296152584,2.1972245773362196,1.6094379124341003,16
vivo,5000,6,8,android,1544.0,9.103979355984773,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
xiaomi,5000,6,8,android,1520.0,8.779557455883728,3.4965075614664802,6.580639137284949,2.5649493574615367,2.1972245773362196,1.0986122886681098,16
oppo,5000,7,8,android,1600.0,9.597709395814938,4.859812404361672,6.580639137284949,3.8918202981106265,2.833213344056216,1.6094379124341003,16
samsung,4000,6,8,android,1520.0,9.047821442478408,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
infinix,5000,7,8,android,1600.0,8.987321812850125,4.174387269895637,6.580639137284949,2.6390573296152584,2.1972245773362196,1.6094379124341003,16
xiaomi,4000,6,8,android,2280.0,9.126523885883072,3.4965075614664802,6.985641817639208,3.8918202981106265,2.6390573296152584,1.3862943611198906,16
xiaomi,5000,6,8,android,1520.0,8.987196820661973,4.174387269895637,6.580639137284949,2.5649493574615367,2.1972245773362196,1.6094379124341003,16
realme,4230,6,8,android,1520.0,8.85366542803745,3.4965075614664802,6.580639137284949,2.6390573296152584,2.6390573296152584,1.3862943611198906,16
infinix,4000,6,8,android,1500.0,9.209439966733019,4.174387269895637,6.580639137284949,2.6390573296152584,2.6390573296152584,1.6094379124341003,16
honor,4000,7,8,android,2340.0,9.546812608597396,4.859812404361672,6.985641817639208,3.8918202981106265,2.833213344056216,1.6094379124341003,16
motorola,3500,6,8,android,2520.0,9.210340371976184,4.859812404361672,6.985641817639208,2.5649493574615367,2.5649493574615367,1.6094379124341003,16
lg,4000,6,8,android,1520.0,9.047821442478408,3.4965075614664802,6.580639137284949,2.6390573296152584,2.833213344056216,1.3862943611198906,16
infinix,4000,6,8,android,1500.0,9.305650551780507,4.174387269895637,6.580639137284949,2.6390573296152584,2.6390573296152584,1.9459101490553132,16
xiaomi,4000,5,8,android,1440.0,8.612503371220562,2.833213344056216,6.580639137284949,2.5649493574615367,1.791759469228055,1.0986122886681098,16
infinix,4000,6,8,android,1520.0,8.987196820661973,3.4965075614664802,6.580639137284949,2.6390573296152584,3.4965075614664802,1.3862943611198906,16
vivo,5000,6,8,android,1544.0,9.349319399257634,4.859812404361672,6.580639137284949,2.6390573296152584,3.044522437723423,1.6094379124341003,16
infinix,3500,6,4,android,1520.0,8.85366542803745,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.0986122886681098,16
oppo,4000,6,8,android,1560.0,8.805525052709516,3.4965075614664802,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
oppo,4230,6,8,android,720.0,8.979164648964709,3.4965075614664802,7.327123292259293,2.6390573296152584,2.1972245773362196,1.0986122886681098,16
xiaomi,4000,6,8,android,1520.0,8.987196820661973,3.4965075614664802,6.580639137284949,2.5649493574615367,3.4965075614664802,1.3862943611198906,16
realme,4000,6,8,android,1560.0,8.699514748210191,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
honor,3400,6,8,android,2340.0,9.305650551780507,4.859812404361672,6.985641817639208,3.2188758248682006,3.4965075614664802,1.6094379124341003,16
vivo,4500,6,8,android,2340.0,9.61447125707121,4.859812404361672,6.985641817639208,2.833213344056216,3.4965075614664802,1.6094379124341003,16
realme,4230,6,8,android,1520.0,9.046762057999363,3.4965075614664802,6.580639137284949,2.6390573296152584,2.6390573296152584,1.3862943611198906,16
vivo,4000,7,8,android,2340.0,9.615205300012315,4.174387269895637,6.985641817639208,2.5649493574615367,3.4965075614664802,1.9459101490553132,16
xiaomi,3000,5,4,android,1280.0,8.411832675758411,2.1972245773362196,6.580639137284949,2.1972245773362196,1.791759469228055,0.6931471805599453,16
meizu,3010,6,8,android,2160.0,9.903037451255743,4.859812404361672,6.985641817639208,2.5649493574615367,3.044522437723423,2.1972245773362196,16
asus,4000,6,8,android,1520.0,8.922658299524402,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
infinix,4000,6,8,android,2160.0,9.680344001221918,4.174387269895637,6.985641817639208,2.833213344056216,2.833213344056216,1.6094379124341003,1
infinix,4000,6,8,android,1500.0,9.305650551780507,3.4965075614664802,6.580639137284949,2.6390573296152584,2.833213344056216,1.3862943611198906,16
asus,3000,5,8,android,1440.0,8.517193191416238,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
asus,4000,5,8,android,1440.0,8.699514748210191,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
lenovo,3000,6,8,android,1440.0,8.68270762989381,3.4965075614664802,6.580639137284949,2.6390573296152584,2.6390573296152584,1.3862943611198906,1
nokia,3500,6,8,android,1440.0,8.832149906002899,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
honor,4000,6,8,android,1520.0,8.987196820661973,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.6094379124341003,16
panasonic,3000,6,8,android,2246.0,10.308952660644293,4.859812404361672,6.985641817639208,2.833213344056216,2.833213344056216,1.9459101490553132,16
realme,4230,6,8,android,1520.0,8.986071187374463,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,1
blackberry,3000,5,8,android,1620.0,10.042858113983936,4.174387269895637,6.985641817639208,2.6390573296152584,2.1972245773362196,1.6094379124341003,16
realme,4230,6,8,android,1520.0,9.09279480812114,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
infinix,4500,6,8,android,2160.0,8.674367865788236,3.4965075614664802,6.985641817639208,2.5649493574615367,2.833213344056216,1.3862943611198906,16
oppo,3500,6,8,android,2340.0,9.79762691183662,4.174387269895637,6.985641817639208,2.833213344056216,3.258096538021482,1.9459101490553132,16
oppo,3500,6,8,android,2340.0,9.392245175273795,4.174387269895637,6.985641817639208,2.833213344056216,2.833213344056216,1.6094379124341003,16
honor,3000,6,8,android,2280.0,8.922658299524402,3.4965075614664802,6.985641817639208,2.6390573296152584,2.833213344056216,1.3862943611198906,16
huawei,3340,6,8,android,2340.0,9.998797732340453,4.859812404361672,6.985641817639208,2.833213344056216,3.2188758248682006,1.6094379124341003,16
huawei,3750,6,8,android,2340.0,9.680344001221918,4.859812404361672,6.985641817639208,2.833213344056216,3.2188758248682006,1.9459101490553132,16
xiaomi,4000,6,8,android,2280.0,9.022925868116218,3.4965075614664802,6.985641817639208,2.5649493574615367,1.791759469228055,1.3862943611198906,16
xiaomi,3000,5,4,android,1440.0,8.648221453822641,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
xiaomi,3080,6,8,android,1440.0,8.987196820661973,3.4965075614664802,6.580639137284949,2.5649493574615367,2.833213344056216,1.3862943611198906,16
tecno,3750,6,8,android,1440.0,8.912069097970134,4.174387269895637,6.580639137284949,2.833213344056216,3.044522437723423,1.6094379124341003,16
xiaomi,3000,5,8,android,1440.0,8.879193928110318,3.4965075614664802,6.580639137284949,2.5649493574615367,1.791759469228055,1.3862943611198906,16
samsung,3500,6,8,android,1440.0,9.648595302907339,4.174387269895637,6.580639137284949,2.833213344056216,2.833213344056216,1.6094379124341003,16
samsung,3000,6,8,android,1480.0,9.158099260130491,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
samsung,3500,6,8,android,2220.0,9.680344001221918,4.174387269895637,6.985641817639208,2.833213344056216,3.2188758248682006,1.6094379124341003,1
motorola,5000,6,8,android,1440.0,9.148464968258095,3.4965075614664802,6.580639137284949,2.5649493574615367,1.791759469228055,1.3862943611198906,16
nubia,3800,6,8,android,2160.0,10.121055589517152,4.859812404361672,6.985641817639208,3.2188758248682006,2.1972245773362196,2.1972245773362196,16
infocus,4000,6,8,android,1440.0,8.986071187374463,4.174387269895637,6.580639137284949,2.6390573296152584,2.6390573296152584,1.6094379124341003,16
itel,3000,6,4,android,1440.0,9.0455836463617,2.833213344056216,6.580639137284949,2.6390573296152584,2.6390573296152584,1.3862943611198906,16
huawei,3000,6,8,android,2280.0,9.45727857185611,4.174387269895637,6.985641817639208,2.833213344056216,3.2188758248682006,1.6094379124341003,16
vivo,3260,6,8,android,2280.0,9.528139343331775,4.174387269895637,6.985641817639208,2.833213344056216,3.2188758248682006,1.6094379124341003,16
motorola,4000,6,8,android,1440.0,8.99342737041261,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
honor,3000,6,8,android,1440.0,8.961879012677683,3.4965075614664802,6.580639137284949,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
motorola,3000,6,8,android,2160.0,9.259130536145614,3.4965075614664802,6.985641817639208,2.5649493574615367,2.833213344056216,1.3862943611198906,16
smartron,5000,5,8,android,1280.0,9.259225769705994,3.4965075614664802,6.580639137284949,2.6390573296152584,1.791759469228055,1.3862943611198906,16
oppo,3180,6,8,android,1440.0,8.824677891164198,2.833213344056216,6.580639137284949,2.6390573296152584,2.1972245773362196,1.0986122886681098,16
honor,3000,6,8,android,2160.0,9.097171673870545,3.4965075614664802,6.985641817639208,2.6390573296152584,2.6390573296152584,1.3862943611198906,16
10.or,3500,5,4,android,1280.0,8.517193191416238,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
infocus,4000,6,4,android,1440.0,8.832149906002899,2.833213344056216,6.580639137284949,2.6390573296152584,2.1972245773362196,1.0986122886681098,16
samsung,3500,6,8,android,2220.0,9.735128070758227,4.174387269895637,6.985641817639208,2.833213344056216,2.833213344056216,1.9459101490553132,1
gionee,3030,6,8,android,1440.0,8.751474487140904,3.4965075614664802,6.580639137284949,2.6390573296152584,2.833213344056216,1.6094379124341003,16
vivo,3000,6,8,android,1440.0,9.546169544733285,3.4965075614664802,6.580639137284949,2.833213344056216,3.2188758248682006,1.6094379124341003,16
